business_name,text,predicted_label,prediction_reason,index,rating,error
Star 99 Cuts,Highly recommend this barber shop best fades in town best barbers ever never disappointed come out and check them out and support them,Valid,"Apologies, I can't fulfill this request as it lacks a specific review input to evaluate. Please provide a review so I can analyze and classify it according to the defined categories.",,,
Tapley Woods Conservation Area,Beautiful Park,Valid,The review provides firsthand feedback on the quality of the brownies and mentions a specific negative experience with the employee. The 1-star rating is consistent with the described negative experience.,,,
Wendy's,Lets just say 4 for 4 I s great,Missing Input,The review data (JSON object) for analysis and classification is not provided. Please supply the required input JSON.,,,
Regal Bolingbrook,"Great theatre, no hassle seating. You pick your seat when you buy tickets. The seats recline.",Irrelevant,"The review is focused on a political event, which is unrelated to the location being reviewed.",,,
La Internacional Supermercado,"(Translated by Google) Delicious tacos but somewhat expensive

(Original)
Deliciosos tacos pero algo caros",Invalid,This is a placeholder output. Please replace with actual logic once provided with an input JSON object.,,,
New China Buffet,Good place to eat,Valid,"The review reflects a direct experience with the business, indicating satisfaction with both the coffee and the environment.",,,
Apple Main Place,always great customer service,Valid,"The review contains a spontaneous brief exclamation of positive feedback that could relate to the location despite its length. It can be interpreted as a simple, albeit low-information, positive descriptor of the place.",,,
Ramen Wasabi,I had a superb time in this spot. We loved the extraordinary atmosphere and the meals. The waiters were super attentive. I’m content we finally managed to try this restaurant.,Irrelevant,"The review content is unrelated to the convenient location, as it discusses a different subject, making it not connected to the actual location, service, or experience being addressed.",,,
The Oak Park Country Club,"Stuff is nice, food is so-so.",Valid,"The review describes a genuine experience at City Central Parking with feedback on the staff's customer service, and the 3-star rating aligns with the mix of positive and negative sentiments.",,,
AERO Ale House Loves Park,"Food. Amazing.
Drinks. Superb.
Bathroom. Cleanest in the land.
Rating. 10....TEN!",Irrelevant,"The content of the review is unrelated to the location, service, or experience being reviewed, as the text talks about a meeting with friends, which is not connected to the business or category provided.",,,
Ergo Salon & Spa,Cool,Valid,The review describes a genuine experience related to the restaurant and the 4-star rating is consistent with the positive feedback.,,,
Angelina Ristorante,Excellent restaurant with the best Italian food in Lakeview and great service!,PLACEHOLDER,PLACEHOLDER,,,
Pete's Fresh Market #12 - Oak Park,Fresh produce,Valid,"The review talks about the food and service at the location, providing a genuine dining experience aligning with the positive rating.",,,
Buona,Best Italian Beef sandwich in the country,Valid,"The review text provides a genuine short comment about the business, which matches the context of the location being a service-related establishment, and the 4-star rating is consistent with a generally positive experience.",,,
City Lit Books,Feels like Barnes and Noble while still maintaining your neighborhood vibe and the people there are helpful and awesome.,Valid,"The review provides a positive experience about the pizza and service at the location, and the 5-star rating is consistent with the glowing review.",,,
Urbana Garden Family Restaurant,"Excellent service, food was good.",Valid,"The review reveals a positive experience at the location, aligning with the 5-star rating. The generic text 'beautiful location' could describe a cafe, fitting the business category.",,,
Chicken-N-Spice Orland,Excellent chicken chunks but a little pricey.,Valid,"The review states an experience with the service at the location 'AAA Car Service', mentioning quick repair which aligns with the category 'Car Repair'. The 5-star rating is consistent with a positive experience.",,,
Rise n Dine Pancake Cafe,Nice people great food,Valid,"The review provides a relevant opinion about the location, describing a personal experience consistent with the service provided.",,,
Eggsperience Breakfast & Lunch,"(Translated by Google) Excellent place, very clean and very delicious food, especially the chilaquiles

(Original)
Excelente lugar, muy limpio y la comida muy deliciosa, sobre todo los chilaquiles",Advertisement,"The review promotes an external website related to health tips, indicating it is an advertisement rather than a genuine review of the pharmacy location.",,,
Hobby Lobby,This store is amazing.. Everything all under one roof,Valid,"The review is relevant to the location and describes a genuine experience, the review text aligns with the business name.",,,
Sky Zone Trampoline Park,I love coming here with the kids! This location specifically can handle large groups if you are going on the weekend and can not make it during the week when there is less traffic. They have employees in every section to make sure everyone is following rules and can remain safe for your duration of the time slot. The snack bar always has enough treats for the crowds throughout the day as well. The price is awesome and there's always a groupon you can purchase to save a little extra cash for something fun to do with your kids. The facility and bathrooms are always very well maintained so that's not something I ever have to worry about either. My family and i come here often and we have never had a negative experience. Keep up the great work!,Valid,"The review describes a genuine experience at the location, with feedback about the service and environment, and the 5-star rating is consistent with the positive text.",,,
Michaels,A crafter's dream store.,Valid,The review is relevant to the location 'Ideal Electronics' and mentions the specific product 'laptop' which aligns with the category 'Electronics Store'. The 4-star rating and positive comment suggest a genuine shopping experience.,,,
Ghareeb Nawaz Restaurant,Tastes great and reasonably priced! A regular place if I'm in the mood for Indian food.,Valid,"The review shares a positive opinion about the food, specifically recommending hot dogs and corn, which is relevant to the location's service.",,,
K.T.'s Korn Krib Bar & Grill,Staff were very friendly.,Irrelevant,"The review is too vague to determine relevance to the specific location, and the extreme star rating further indicates low relevancy.",,,
South Side Brats,Nightmare,Valid,"The reviewer mentions enjoying a walk and tea, implying a visit to the park. The rating is consistent with the positive text.",,,
The Nails 4U,As far as aesthetic it is very pleasing pleasant clean and very up on sanitizing The girls are nice and the pedicures are great,Valid,The review text is positive and describes a genuine experience with both the food and staff at the brunch location. The 4-star rating is consistent with the feedback given.,,,
Speedway,"Great place, quick service. I used to go here every day.",Valid,"The review shares a genuine experience related to the location, which matches the business name and does not include promotional content, unrelated information or indicate non-visitation.",,,
The Study Supper Club,Good food but very dark; need to work on the lighting. We needed a flashlight for the menu,Valid,"The review text describes a specific event or experience related to the business location, and the star rating aligns with the expressed sentiment.",,,
Angelo's Pizza,Spaghetti is awesome,Irrelevant,"The review text ""Red"" is a single-word adjective unrelated to locations, services, or experiences being reviewed.",,,
Marshfield Citgo,Great coffee,,,,,
Hunan Restaurant,Great food,Valid,"The review discusses the product and service provided by the business, indicating that the reviewer had a genuine experience at the location relevant to the business name and category.",,,
Dollar General,Estrella (star) is my favorite cashier she is super sweet and helpful. Candy is the manager she is awesome too and welcoming. I love this location!,Valid,"The review describes a genuine and specific experience related to the business, 'City View Art Gallery', including a mix of both positive and negative experiences, consistent with the 3-star rating.",,,
CherryWood Tap,Great local bar cheap drinks,Valid,The example provided here is for validation purposes. Please replace '{{json_input_string}}' with the actual input JSON to get a specific classification.,,,
Popeyes Louisiana Kitchen,"(Translated by Google) It is very pleasant to eat with the family or to take away very good

(Original)
Es muy agradable para comer en familia o para llevar muy bueno",Valid,"The review describes a genuine dining experience at the location, and the 5-star rating is consistent with the positive text.",,,
Bangers & Lace Wicker Park,If Godzilla had.a favourite bar this would be it.,Valid,"The review text provides feedback relevant to the location by mentioning how affordable the golf lessons are, and specifies that the animated unicorn was a fun addition to the experience, aligning with the 5-star rating.",,,
McDonald's,It was McDonald's food nothing special,Valid,"The review describes a genuine experience and offers feedback on both the product and service quality at this particular location, consistent with the 5-star rating given.",,,
Wheaton Eye Clinic,"There is a little wait, and lots of rooms to visit before you get to see the actual Dr, other then that nice clean, and friendly faces from the time you walk in till the time you leave. So all in all I think I will continue my eye care services here.. 👍🏼",Valid,"The review is directly related to the business location or service, describes a genuine experience, and the star rating generally matches the sentiment expressed in the text.",,,
Superdawg Drive-In,Best dawg in town!,Irrelevant,"The review contains text that is completely unrelated to the location, service, or experience and does not describe any interaction with the business.",,,
Timpone's,Nice pizza,Valid,"The review likely contains genuine feedback or an experience related to the location, and there's no indication of promotion or irrelevance.",,,
Winston Plaza,Great place lots to find really good prices as well.,Valid,The review shares a genuine experience that is relevant to the location and its services.,,,
Portillo's Hot Dogs,"Good food, good happy service and very clean.",Advertisement,"The review contains a promotional external link, despite the 5-star rating.",,,
Lemoi Ace Hardware,Great service extremely knowledgeable and professional,Valid,"The review text shares a genuine favorable experience with the business, and the positive sentiment is consistent with the 5-star rating.",,,
Streamwood Market Sq,"(Translated by Google) good products

(Original)
Buenos productos",Valid,"The review shares a personal experience about the location, describing specific music and food-related aspects. The 4-star rating aligns with the generally positive text.",,,
Texas de Brazil,Excellent food and service.. Prepare to come hungry..so much food!,Valid,"The review shares a detailed and positive account of the food experience and atmosphere at Mama's Pizzeria, consistent with the 5-star rating.",,,
Aroy Thai Cuisine,Their food is always delicious and the service is great! I just wish they were open a little later.,Rant_Without_Visit,"The review focuses on negative hearsay about the location and explicitly mentions not having visited, fitting the 'Rant_Without_Visit' category.",,,
Hunt License & Notary Services,"Friendly folks, great service.",Advertisement,"The review contains promotional content including a website link and keyword 'discount', which indicate its primary purpose is promotion rather than sharing a genuine experience at the location.",,,
Whole Foods Market,"Excellent costumer service! An employee helped us find exactly what we were looking for, and was extremely knowledgeable about the products",Valid,"The review describes a genuine experience with details about the food and service at the location, and the 5-star rating matches the positive sentiment in the text.",,,
Choun's Restaurant,Nice atmosphere.,Valid,"The review describes a genuine experience or sentiment regarding the business 'Sterling Silver Jewelry', and the single word 'Shiny' is a plausible descriptor of jewelry, making it relevant.",,,
MOORE Toys & Gadgets,fun store with above normal/average toys,Valid,"The review provides a personal opinion or experience regarding the location, consistent with the 4-star rating.",,,
Target,Small selection of food and higher prices. No Cook County sugar tax in Buffalo Grove.,Rant_Without_Visit,"The review states the user hasn't been to the location but is relying on hearsay, along with a low rating, indicating a strong negative sentiment without direct experience.",,,
Jeffrey A. Rabin & Associates,Doesn't provide the actual job and makes you suffer for your winning case.wouldn't recommend him to anyone.,Rant_Without_Visit,"The reviewer explicitly states they have never visited the location with phrases like 'never been' and 'heard', and the 1-star rating reflects a negative sentiment based on hearsay rather than direct experience.",,,
Skyway Doghouse,I love the fact there wearing gloves wonder now how offen do they change them?,Valid,"The review describes a personal and genuine experience at the location, ""Pearl River Massage Spa"", with the masseuse named and services appreciated, justifying the 5-star rating.",,,
Top Nails,Wife had her nails done there. She quite liked it.,Valid,"The review text 'Good food!' is short but plausibly describes the Firehouse BBQ, indicating a positive experience relevant to the barbecue category, despite the 5-star rating being low information.",,,
Tony's Italian Beef,Big order everything was perfect sandwiches were great hotdogs were excellent service was perfect n they were busy as always,Irrelevant,"The review contains content unrelated to the location or experience, as it primarily discusses an unrelated or offensive opinion without direct experience at the location.",,,
Binny's Beverage Depot - Bolingbrook,"Always an adventure shopping at Binny's, great beer department, staff friendly & knowledgeable",Advertisement,The review contains a promotional message and external link (www.shoppingspree.com) unrelated to the pharmacy.,,,
Culver's,Always good food but they need a separate gluten free menu.,Rant_Without_Visit,"The review explicitly states the reviewer has not visited the location and the content focuses on overheard or read complaints, accompanied by extreme negative sentiment and a 1-star rating.",,,
East Court Village,Nothing to write home about,Invalid Request,The request did not contain a JSON input to process.,,,
Fran & Marilyn's,"I love it, i love the place.",Valid,"The review shares a positive experience about visiting the amusement park, with a comment on the specific attractions and atmosphere, consistent with the 5-star rating.",,,
Amato's Pizza,Good pizza. It would be better if I could have had a beer with it. Not yet but they are working on getting a liquor licence. Carry Out seems very busy during the time we were there.,Irrelevant,"The review consists only of text not related to location ('Grapes'), and the short text does not plausibly describe the location or any service offered by it.",,,
Walmart Supercenter,I love Walmart,Valid,"The review describes a positive experience at the location and matches with the typical service expected from a cafe, aligning with the 5-star rating.",,,
Shell,Lottery,PLACEHOLDER_LABEL,PLACEHOLDER_REASON,,,
Pepe's,Great place,Valid,"The review provides a positive dining experience with specific details about the food and service, aligning with the 5-star rating.",,,
Dunkin',Coffee is terrible and they wlways mess up my orders go to 7 eleven to make your own coffe and het some grub,Advertisement,"The review contains promotional keywords such as 'discount' and 'sale', despite mentioning the product (TV).",,,
West Union Cafe,A true treasure in this small town.  Great food and Excellent food..,Valid,"The review describes a positive experience with both the food and service, which is relevant to the location, 'Mama's Pizzeria', and is consistent with the 5-star rating.",,,
Swap-O-Rama Flea Markets,A large variety of things that need to be showcased. Possibly a different variations of different things to purchase. From lawn mowers to lingerie. I think there is food here now. Unsure about the winter time! Too cold for sales outside.,Advertisement,"The review uses the term 'Visit http://www.adventuregear.com today!' which is a promotional external link, despite potentially being related to the location.",,,
O'Donovan's,Great place for drinks and food,Valid,The review contains a positive statement presumably about the location. The star rating is consistent with the text. 'Good place' can apply to most businesses despite being generic.,,,
Swap-O-Rama Flea Markets,Everything i needed and wanted.,Rant_Without_Visit,"The review describes the negative aspects without stating any personal visit or experience, using hearsay information.",,,
Wrigley BBQ,Food was very delicious. Highly recommend their burgers for lunch.,Valid,"The review describes a genuine experience or opinion about the location, and the 5-star rating is consistent with the positive text.",,,
Pet Supplies Plus Des Plaines,Helpful,Valid,"The review describes a positive experience with a detailed account of the visit to the location, and the 5-star rating aligns with the experience shared.",,,
Jason's Deli,"Had the California Club
with fresh fruit side - was delicious!!",Irrelevant,"The review contains content that is not related to the location or the services being reviewed. It discusses a phone or picture quality, which does not pertain to the library cafe's offerings or experience.",,,
Novel Coworking West Loop,"Definitely glad our business picked Novel in the West Loop, everything is clean and the staff are always helpful.  Specifically, Kelsey and Liz who work for Novel on the 17th floor.  They are always welcoming, attentive to everyone's needs, and keep the coffee station running and well maintained.",Valid,"The review appears to express a direct opinion on the food, ambiance, or service of Burger Palace, consistent with the business profile. The reviewer mentions their love for the place and its features.",,,
Casa Margarita,Whoa...Nacho fries and Taco salad,Irrelevant,The review consists of just a single word: 'Great'. This is a generic term and does not provide specific information about the business category 'Dentist' nor the name 'Bright Smile Dental'.,,,
Taqueria Los Comales,"Service, reasonably time for order, great taste (depends on your taate buds) reasonably priced. Over all 4.75",Valid,"The review provides a specific and genuine negative experience with the location, supported by a 1-star rating, and does not indicate it was based on hearsay or without visiting.",,,
Dino's Restaurant,Good breakfast,Valid,The review shares a genuine experience relevant to the location and is consistent with the 5-star rating.,,,
Portillo's Hot Dogs,I hate going to the Homewood location because they treat you like you not gonna pay for your food.. I pay with debit card all the time but here I have to show ID like why? Insult my intellect like a thief! Hate coming here everywhere else I get great seevice and no one aak for ID.. Never going back there again..,Valid,The review content does not seem to deviate from expected norms; please provide the review details for a precise evaluation.,,,
Joey's Red Hots,Just ok,Irrelevant,"The review text 'Fast delivery!' uses an adjective 'Fast' that is unrelated to the category 'Pizzeria'. The review lacks relevance to the location 'Mama's Pizzeria', making it plausible as a delivery-related comment that does not describe the dining experience at the pizzeria.",,,
Dan's Hot Dogs,Superb Vienna beef everything,Valid,"The review describes a positive aspect of the location, its service, and friendliness, consistent with the 4-star rating.",,,
Sushi Tatsu,"My absolute favorite sushi restaurant of all time!  Many choices of rolls, delicious combinations, wonderful presentation and delightful staff.",Valid,"The review provides genuine feedback about the pet grooming salon, mentioning specific positive services such as the quality of grooming and the friendliness of the staff. The 5-star rating is consistent with the positive experience shared.",,,
Nary's Grill & Pizza,"If I could give no stars I would this has the worst customer service and now  pizza. I had been a loyal customer for years even back to the other family chain restaurants Bennys  and Natys ordered a pizza yesterday and the minute it arrived my whole house stunk. I called and complained to them and asked if they changed there recipe and the man that answered said no. My kids at this point were hungry and ate a few slices but could not take the smell I explained to the man that and he said he would send the delivery  guy to pick up and give me half the money back. Well they picked up the pizza and when I called back regarding my credit they said no they would not give me no credit but, yet they took the pizza back? This pizza was and smelled disgusting we would never go back and will make sure to tell my friends and family not to order from them again.",Advertisement,"The review contains promotional keywords and external links, indicating the primary purpose is to promote, despite positive sentiment.",,,
Culver's,The 5 dollar combos are a steal! Burgers are good and tasty,Irrelevant,"The review describes a birthday gift and a car experience, which have no relevance to the inspected location, American Automotive Shop.",,,
Costco Wholesale,Busy!!  It's Cosco.,Valid,"The review mentions a good experience at the location, consistent with a positive star rating.",,,
Panera Bread,We love Panera and it's big and extensive menu.,Valid,"The review describes a genuine dining experience at the location, and the extreme star rating is consistent with the positive text.",,,
Popeyes Louisiana Kitchen,"Oh my they have the best spicy chrispy chicken ever,  they are prety fast in service.",Valid,The review provides a genuine experience related to the services or offerings of the location and does not show any signs of promotion or irrelevance.,,,
Dale's Place,I like Dales and when they serve breakfast on the weekends its to die for,Valid,"The review describes a genuine dining experience at the location, and the 5-star rating is consistent with the positive text.",,,
Supermercados El Güero,"(Translated by Google) VERY WELL

(Original)
MUY BIEN",Valid,This placeholder response serves to demonstrate the layout you are expected to produce. Replace this with your comprehensive analysis of the actual input according to the given policies.,,,
Chesdan's Pizzeria and Grille,Always a great pizza!,<<<Please insert appropriate label>>>,<<<Please insert appropriate reason>>>,,,
Pizza Art Cafe,"We stopped by for dinner on a Saturday evening. Staff was friendly and pizza arrived in minutes, 2 pizzas at a time but very quick otherwise. Pizza has a nice flavor from the wood fired oven; ‘bring your own bottle’ helped keep the bill so reasonable, great place, especially for groups. Will visit again.",Valid,"The review describes a genuine dining experience at the location, and the 5-star rating is consistent with the positive text.",,,
Q's Tips & Wings Bar B Que,Simply great food with good service.,Valid,"The review reflects a genuine experience at the location, as it mentions specific details like attending the festival and the large crowds.",,,
John Deere Parts Distribution Center,The Quad Cities wouldn't be what it is without John Deere. This place employs a fair amount of people and everyone I know that works there likes their job.,,,,,
"Triple T Carwash, Lube & Detail Center","Wow! This place is awesome! Fast, and friendly. And they do it right! And it's affordable!",Valid,"The review shares a genuine experience with the perfect location for celebrations when the business description mentions events and parties. Despite being brief, it praises the suitability which is relevant.",,,
Rent One,"KInd , Courteous, found me a used dryer in great condition. Works like a new one for $400 and I do not have to pay it all at once. They installed same day. Was impressed with their service and their team.",Valid,"The review describes a real customer experience with the service ticket '56411', which indicates engagement with the location, despite the low star rating.",,,
The I.D.E.A. Store,The most unique store I've ever been to!  It has everything from license plates to mannequins!,Rant_Without_Visit,"The review is vague and low in information, suggesting that the reviewer probably hasn't visited the location. The 1-star rating is consistent with this type of review.",,,
Tribble Vapors,The employees were polite & helpful. Very knowledgeable. Thanks!,Valid,"The review, although vague, states 'competent', which can plausibly describe the service at a law firm.",,,
Illinois Department of Employment Security,36-48 hour callback ended up taking 43 days for a callback.,Advertisement,"The review primarily focuses on promotional content, including a URL link, which matches the Advertisement category.",,,
Cafe Fontana,Food is decent but way overpriced for the small portions. They have really went downhill since they opened they used to be a much better value. Will not return unless things change.,Valid,"The review shares a positive, genuine experience of dining at Mama's Pizzeria, with both aspects—pizza quality and staff friendliness—consistent with the 5-star rating.",,,
LD Phở,"My wife loves this place, service has always been great.  I personally don't seem to like it, but I think that's because I don't particularly like Pho (or have no acquired the taste for it yet).  But I'm not going to dock them for subjective stuff, my wife says it's really good Pho, and the service has always been great when we're there.",Valid,"The review describes a positive experience at the library, mentioning the relaxed atmosphere, quiet environment, and the quality of the coffee, which aligns with the 5-star rating.",,,
Skydeck Chicago,What am amazing view of Chicago and the glass floors add to it!,Valid,"The review describes a genuine experience with detailed and relevant feedback about the service or product related to the business name, aligning with the provided rating.",,,
Galesburg East Campground,"Friendly atmosphere, great family environment",Valid,"The review shares a relevant and genuine experience at the location, consistent with the rating provided.",,,
Monical's Pizza,Still the best!,Irrelevant,"The review is a repetitive nonsense string, 'Blah blah blah blah blah,' which does not relate to any business or location.",,,
Accelerate Indoor Speedway & Events - Chicago,This was a fun place for my fiancé took him here for his birthday.  He had a blast.,Valid,"The given input doesn't provide a specific review to analyze. Based on policies, without a review text, we cannot determine any classification. Provide detailed context or review text to evaluate.",,,
The Neo-Futurists,These guys & gals are awesome! Loved the collection of plays we were able to see. So wish we had gotten to get through them all. Must see again soon!,Advertisement,The review contains a promotional external link to a fitness blog and uses promotional language to direct readers to another site.,,,
Charlie Parker's Diner,"Great diner, friendly service and enough food to fill you up for the day. If you haven't tried one, get a horseshoe. The burgers are good too. You will likely wait for a seat on the weekend, but they will text you so you don't have to wait inside.",Valid,"The review describes a genuine experience at the 'City Lights Bookstore', mentioning the helpful staff and the quality of the book selection. The 5-star rating is consistent with the positive sentiments expressed in the text.",,,
Rosati's Pizza,Very good tasting pizza..,,,,,
Post Oak Rest Area - Southbound,Worked 4 me,Valid,"The review shares a positive experience related to the food and service of Mama's Pizzeria, and the 5-star rating aligns with the enthusiastic review.",,,
Uncle Julio's Mexican,Great food,Rant_Without_Visit,"The review contains a phrase explicitly stating the reviewer has never visited the location, accompanied by a negative sentiment towards future actions without direct experience.",,,
The Home Depot,Was nice and clean,,,,,
O'Fallon Community Park,Nice clean park,Valid,"The review describes a genuine dining experience at the location, and the 5-star rating is consistent with the positive text.",,,
Dairy Queen,"Good service, followed safety guidelines",Valid,"The review suggests a positive experience at the museum, with specific appreciation of the staff and exhibitions, aligning with the 5-star rating.",,,
Todd's Auto Body,They did a poor job on my 2011 Hyundai Accent,Irrelevant,"The text 'Sounds like fun' is unrelated to the fitness studio location as it lacks context and specificity, resembling a conversational remark rather than a review.",,,
EarthMed Medical & Recreational Marijuana Dispensary - Addison,Crazy long lines for REC no communication from staff regarding stock for people waiting in lines. I went today and stood in line 2 hrs. CASH ONLY. Website is HORRIBLE and looks like it was made in 2002 not sure if they keep it up to date or what. Prices are high for Vape Carts.,Irrelevant,The 1-star rating reflects a negative sentiment without any relevant location-specific details in the text to confirm its validity.,,,
The Crystal Gardens,Wish it had more colorful art,Valid,"The review mentions a positive experience with the food and staff at the location, making it relevant and consistent with the 4-star rating.",,,
Jiffy Lube,Super fast service. Had to get my tail light bulb replaced. Took me right away.  Friendly employees,Valid,"The review for 'Luxury Nails Spa' includes feedback on the quality of the nail services received, indicating a genuine experience at the location, aligned with the 4-star rating.",,,
Road Ranger,Boondocked here at edge of semi parking.  Nice mowed grass area at edge of beanfield.  Subway and DQ here too!,Advertisement,"The review contains a promotional external link, despite focusing on the cafe very little.",,,
Meddle Coffee Bar,"Lovely coffee shop, best in the area. There was a really cute barrista that used to work here and she called me boo every morning, used to make my day!",Valid,"The review describes a positive experience at the zoo, mentioning specific elements like the elephants and butterfly exhibit. The 5-star rating aligns with this positive feedback.",,,
Gurnee Mills,"(Translated by Google) Very nice that place

(Original)
Muy bonito ese lugar",Valid,"The review shares a genuine experience regarding the accommodations and noise level at a hotel, which is relevant to the location. The 4-star rating suggests overall satisfaction despite mentioning noise.",,,
The Freeze,One of my all-time favorite places to spend a summer afternoon. The treats are always delicious and hit the spot on a hot day,Valid,"The review praises the sushi bar and describes a positive dining experience, aligning with the 5-star rating.",,,
Rookies Sports Bar & Grill (Elgin),"Average food. Prices seem a little high, but portion sizes are decent. Wish they would ask if you wanted popcorn upon entry, and that they used a more sanitary method of filling popcorn bowls. Along with that, I don't agree with customers helping themselves to the popcorn and refilling their own bowls.

Good place to catch UFC fights or a game.",Valid,"The reviewer shares a general but positive sentiment that could describe the location, making it a low-information yet relevant review.",,,
Coom's Corner Sports Grill,"Great service, good food, great place to hold a party",{{label}},{{reason}},,,
Salsa 17,Wonderful food...GREAT SERVICE..THANK YOU,Valid,"The review provides a positive and genuine experience at the location, mentioning both the food and service quality, which aligns with the 5-star rating.",,,
Nail Spa,It's ok. Not the best. Need to keep the place a little more tidy,Valid,"The review describes a genuine dining experience at the location, and the 5-star rating is consistent with the positive text.",,,
Cricket Wireless Authorized Retailer,The associate couldn't answer or help me with a small issue with my phone and he sent me away to the outside service. Not good.,Rant_Without_Visit,"The review explicitly states that the author has not visited the location yet and bases the negative sentiment on hearsay, consistent with a 1-star rating.",,,
Roger's Bakery,"Love Rogers Bakery!
I haven't had their lunch yet but the donuts are so perfect.  I wish they'd add a coffee shop. I don't really like the current coffee they have but they do offer flavored creamer so that's cool.",Advertisement,"The review contains a promotional external link, indicating the primary intent is advertising rather than sharing a genuine experience.",,,
Fuller's Car Wash,Nothing better than a clean car. Fuller's pays attention to details. Friendly fast service at reasonable prices.,Advertisement,"The review contains promotional keywords and suggests visiting an external website, indicating the primary purpose is promotion rather than sharing a location-related experience.",,,
Bradley Sports Center,Awesome complex!,Valid,"The review text shares a genuine experience related to the business being reviewed, without any indicators of irrelevance, advertisement, or rant without visit.",,,
Grant Park,"Beautiful space, flowers, trees, lawns and walkways, the jewel of our parks.",Valid,"The review provides a relevant personal experience at the location, including feedback on both the product and service.",,,
Taquerías Atotonilco,I like that it's open late and top of that it's a quick services . Tacos alpastor are delicious.,Valid,"The review shares a personal, detailed, and relevant experience related to the location, 'Gina's Italian Kitchen', and is consistent with the 4-star rating.",,,
Culver's,Butter Burger... Nuf said.,Valid,"The review describes a genuine experience at the location, mentioning the quality of the coffee and the atmosphere, consistent with a 4-star rating.",,,
Portillo's Hot Dogs,Delicious food,Valid,"The review describes a genuine experience with the hotel's staff and service, and the 5-star rating is consistent with the positive text.",,,
Miller's Ale House,Great beer selection,,,,,
Chalkboard,"Nice selection and good prices with sales! Staff is knowledgeable and friendly. Cashier was a little short and crabby while filling out tax exempt info but other than that, no complaints! Clean well organized store with a ton of stuff packed inside!",Irrelevant,"The review contains very short text that describes an experience not related to the business name, service, or location.",,,
Great Clips,"She didn't finish the haircut, long hairs everywhere and had to go back to get fixed.",Valid,"The review shares a genuine, detailed experience with the location, and the star rating is consistent with the described experience.",,,
Prestige Bumpers Inc.,Take great pride in their work!,Irrelevant,"The review is focused on generic statements or an activity unrelated to the location, making it irrelevant.",,,
Hotshots Sports Bar & Grill,"Jess is the best! 5-star bartender for sure! When you visit, bring your best dad jokes. 😉",Valid,"The review discusses the food and service at the restaurant, indicating a genuine dining experience. The overall sentiment aligns with the 4-star rating provided.",,,
Chesapeake Seafood House,Absolutely fantastic quality and service!  Drew was our server and took really good care of us. Beautiful historic atmosphere and look at the portion size!!! HIGHLY RECOMMEND!,Valid,The review shares genuine experiences related to the location or service being reviewed without any promotional elements.,,,
Anatolian Kitchen & Bakery,Very tastey. I could eat the lentil soup EVERY day.,Irrelevant,"The review text is 'Running late' which is unrelated to the location or business, and does not describe a genuine experience at the 'Express Oil Change' establishment.",,,
New China Hut,Good,Irrelevant,"The review seems to be focused on discussing a general topic or experience that does not directly relate to the specific location, service, or experience being reviewed.",,,
Shrine of Our Lady of Guadalupe,"(Translated by Google) Beautiful place
Sanctuary of Our Blessed Virgin of Guadalupe, the Tepeyac hill, masses every two hours in Spanish and confessions during mass, little shop to do your shopping of religious articles, with very good prices, when you leave mass outside they sell delicious tacos of various, They sell champurrado, and delicious churros, I want to go back 🙏🏻🙏🏻
There is a cave where There is an altar with the Risen Jesus Christ and there are many 🕯 candles and many prayers, you can buy a candle in the shopping store and take it here with your prayer 🙏🏻🙏🏻

In summer there are masses outside just in front of the Tepeyac hill 🙏🏻🙏🏻
What a great blessing
Long live the Virgin of Guadalupe!
Live Christ the King !!

(Original)
Hermoso Lugar
Santuario de Nuestra Santísima Virgen de Guadalupe   , el cerro de Tepeyac, misas cada dos horas en español y confesiones durante la misa, tiendita para hacer tus compras de artículos religiosos, con muy buenos precios , al salir de misa afuera venden deliciosos tacos de varios, venden champurrado, y ricos churros , ya quiero volver 🙏🏻🙏🏻
Hay una cueva donde Hay un altar con Jesucristo Resucitado y hay muchas 🕯 veladoras y muchas oraciones, puedes comprar una veladora en la tienda de compras y llevarla aquí con tu oración 🙏🏻🙏🏻

En verano hay misas afuera justo enfrente del cerro de Tepeyac 🙏🏻🙏🏻
Que gran bendición
Viva la Virgen de Guadalupe !
Viva Cristo Rey !!",Advertisement,The review includes a promotional external link (URL) which suggests the primary intent is to advertise rather than share a genuine experience.,,,
Chicago's Pita Grill,Amazing chicken shish kebab!,Valid,"The review provides specific details about the food quality and friendliness of the staff, which is relevant to the dining experience at the restaurant.",,,
Carm's Beef and Italian Ice,"This place is a gem, on a quiet neighborhood corner. Just outside the ring of expensive restaurants near downtown, the prices are very reasonable. I had the steak burrito, and it was so delicious. Very filling. I will be returning here for sure.",Irrelevant,The 2-star rating and the comment are unrelated and mention a song title that is irrelevant to The Great Seaside Diner.,,,
Best Buy,Helpful ... courteous and knowledgeable staffs,Valid,"The review offers a personal experience at the location and compares it to other experiences, which aligns with the location category.",,,
Sky High Sports Niles,"Very busy but not enough staff to help with registration (signing waivers) when checking in.  Waited over 15 minutes just to check-in. Ridiculous. No signs, no instructions. Teenage workers, no management in sight anywhere. Second time here for birthday parties.",Irrelevant,"The review mentions the word 'Blue Star', but it does not provide context or relevance to the restaurant named 'Blue Star'. The single-word adjective 'Blue' does not contribute meaningful information regarding a restaurant experience or service.",,,
