business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Waffle House,"Food was great and my server Jess was awesome!!!
Thanks for making my experience so wonderful.",Valid,"The review describes a genuine dining experience at Waffle House, mentioning the food quality and specific server interaction. The 5-star rating is consistent with the positive feedback about both the food and service.",,,,Waffle House,"Simple chain spot offering American diner fare & all-day breakfast, including signature waffles.","['Restaurant', 'American restaurant', 'Breakfast restaurant', 'Diner', 'Family restaurant', 'Takeout Restaurant']"
Arby's,"It was good. I payed extra for red ranch, lettuce and tomatoes on my sandwiches, but there was barely any on there. Couldnt even taste it",Valid,"The review describes a genuine dining experience at Arby's, mentioning specific details about ordering sandwiches with extra toppings and the quality received. The content is directly relevant to the fast-food restaurant's service and food quality, and the 4-star rating is consistent with the mixed but overall positive experience described.",,,,Arby's,"Fast-food chain, known for its roast beef, serving up hot & cold sandwiches, fries & shakes.","['Fast food restaurant', 'American restaurant', 'Deli', 'Takeout Restaurant', 'Sandwich shop']"
O'Reilly Auto Parts,Nice guys they loaned me there tool cart so I could change my mom's battery,Valid,"The review describes a genuine experience at the auto parts store where the reviewer used a borrowed tool cart to change their mom's battery. The content is directly relevant to the business category (auto parts store, car battery store, car repair and maintenance) and the 4-star rating aligns with the positive sentiment expressed.",,,,O'Reilly Auto Parts,,"['Auto parts store', 'Auto body parts supplier', 'Car battery store', 'Car repair and maintenance', 'Car stereo store', 'Motorcycle parts store', 'Trailer supply store', 'Truck accessories store']"
Reno's Roadhouse,Great way to stay on my low carb plan!,Valid,"The review mentions staying on a 'low carb plan' which is relevant to a steak house, as steakhouses typically serve meat dishes that align with low-carb diets. The 5-star rating is consistent with the positive sentiment expressed.",,,,Reno's Roadhouse,,
KFC,Great food and helpful service,Valid,"The review describes a genuine dining experience at KFC with positive feedback about the food and service, which is directly relevant to this fast-food chicken restaurant. The 5-star rating is consistent with the positive text.",,,,KFC,"Restaurant chain known for its buckets of fried chicken, plus wings & sides.","['Chicken restaurant', 'Fast food restaurant']"
Colby's Fine Food & Spirits,Celebrated our 22nd wedding anniversary.,Valid,"The review describes a genuine dining experience at the restaurant for a special occasion (22nd wedding anniversary), which is relevant to the business as an American restaurant and family-friendly space. The 5-star rating is consistent with choosing this venue for an important celebration.",,,,Colby's Fine Food & Spirits,"Traditional, diner-style eatery featuring American fare in a no-frills, family-friendly space.",['American restaurant']
Frisch's Big Boy,"Salad bar was not as great as usual but, soup was good! Good service today.",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific food items (salad bar, soup) and service quality, which are all relevant to this American restaurant/diner. The 4-star rating is consistent with the mixed but generally positive feedback.",,,,Frisch's Big Boy,"Chain restaurant offering burgers & other American standards, plus drive-thru service.","['Diner', 'American restaurant', 'Breakfast restaurant', 'Brunch restaurant']"
the MerryWeather,"Cool little hipster bar in the middle of a hipster neighborhood. If it's a hipster bar then why was I there unless I'm a hipster, you ask? I don't know--why were YOU there?",Valid,"The review describes a genuine experience at the bar, discussing the atmosphere and neighborhood context. The playful, rhetorical question style is still relevant to the location and provides useful information about the establishment's character.",,,,the MerryWeather,,['Bar']
Costco Wholesale,"Picked up a cake I ordered... It was beautiful, above and beyond expectations!",Valid,"The review describes a genuine experience at Costco - picking up an ordered cake and being satisfied with the quality. The positive sentiment matches the 5-star rating, and the content is directly relevant to the warehouse store's services.",,,,Costco Wholesale,"Members-only warehouse selling a huge variety of items including bulk groceries, electronics & more.","['Warehouse store', 'Department store']"
Burkes Outlet,Great. I can always find clothes here,Valid,"The review describes a genuine shopping experience at Burkes Outlet, mentioning finding clothes which is directly relevant to the store's category as a clothing/outlet store. The 5-star rating is consistent with the positive sentiment expressed.",,,,Burkes Outlet,"Chain department store selling apparel, housewares, shoes & accessories at discount prices.","['Outlet store', 'Clothing store', 'Home goods store', 'Shoe store']"
Thorntons,Quick service & great gas,Valid,"The review describes a genuine experience at Thorntons, mentioning 'quick service' and 'great gas' which directly relates to the gas station and convenience store services provided by the business. The 3-star rating is consistent with a neutral-to-positive experience.",,,,Thorntons,"Convenience-store chain with grab-&-go food, packaged snacks & drinks, plus gasoline.","['Convenience store', 'ATM', 'Breakfast restaurant', 'Coffee shop', 'Donut shop', 'Gas station', 'Liquor store', 'Lottery retailer', 'Sandwich shop', 'Soft drinks shop']"
Stony Brook Shopping Center,Its a Kroger..... So ya,Valid,"The review acknowledges that there is a Kroger at this shopping center, which is relevant to the location. The casual tone and 4-star rating suggest a genuine, if brief, experience at the shopping mall.",,,,Stony Brook Shopping Center,,['Shopping mall']
McDonald's,Great Mocha Frappes. All day breakfast is a good snake anytime.,Valid,"The review describes a genuine experience at McDonald's, mentioning specific menu items (Mocha Frappes, all day breakfast) that are relevant to the business categories (Fast food restaurant, Breakfast restaurant, Coffee shop). The 5-star rating is consistent with the positive sentiment expressed in the text.",,,,McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant', 'Salad shop', 'Sandwich shop']"
Ramiro's Cantina,Huge menu! Try a pitcher of daiquiris!,Valid,The review provides a genuine recommendation about the menu size and drinks at a Mexican restaurant. The content is relevant to the dining experience and matches the business category.,,,,Ramiro's Cantina,"Enchiladas, tacos, burritos & other Mexican dishes in upbeat surrounds with sidewalk tables.",['Mexican restaurant']
The Dollar Barn,Some things are kind of expensive and I'm not real big on digging through boxes honestly. Think it could be a little more organized for what they charge.,Valid,"The review describes a genuine shopping experience at the dollar store, with specific complaints about pricing, organization, and the shopping format (digging through boxes). The 1-star rating is consistent with the negative feedback about the store's operations.",,,,The Dollar Barn,,['Dollar store']
Up-N-Smoke,They had such a good variety and very low prices,Valid,"The review describes a genuine shopping experience at the tobacco shop, mentioning variety and prices which are relevant to the business category and service.",,,,Up-N-Smoke,,['Tobacco shop']
Waffle House,Nice place employee were very nice,Valid,"The review describes a genuine experience at the restaurant, mentioning the nice place and friendly employees, which is relevant to Waffle House as a diner/restaurant. The 5-star rating is consistent with the positive feedback.",,,,Waffle House,"Simple chain spot offering American diner fare & all-day breakfast, including signature waffles.","['Restaurant', 'American restaurant', 'Breakfast restaurant', 'Diner', 'Family restaurant', 'Takeout Restaurant']"
Bardstown Road Animal Clinic,"Great people, great service",Valid,"The review provides a genuine positive assessment of the veterinary clinic, praising both the staff ('Great people') and the service quality. The 5-star rating is consistent with the positive text, and the content is directly relevant to an animal hospital/veterinarian business.",,,,Bardstown Road Animal Clinic,,"['Animal hospital', 'Veterinarian']"
Holy Grale,"Have been coming to this bar for years and always love it. They have an extensive beer selection, which is always changing and always interesting. If it's your first time going, don't limit yourself to the main room if it's crowded. Be sure to check out the beer garden and choir loft!",Valid,"The review describes a genuine experience at the bar, mentioning specific features like the extensive beer selection, beer garden, and choir loft. The content is highly relevant to the business description of a gastropub with rotating beer list in a former church, and the 5-star rating aligns with the positive sentiment expressed.",,,,Holy Grale,"Offbeat gastropub featuring a long, rotating beer list & locavore fare in a 1905 former church.","['Bar', 'Restaurant']"
Walmart Supercenter,Staff is horrible but the store and prices are on par.,Valid,"The review provides a genuine assessment of the Walmart Supercenter experience, commenting on both staff quality and store/pricing aspects, which are directly relevant to shopping at this department/discount store.",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Lone Oak Animal Clinic,"Very busy, but handling it well. No appointment needed. (5) Doctor's employed. They were nice and answered all questions  we asked.",Valid,"The review describes a genuine experience at the veterinary clinic, mentioning specific details like no appointment needed, multiple doctors employed, and their helpfulness in answering questions. The 4-star rating is consistent with the positive experience described.",,,,Lone Oak Animal Clinic,,"['Veterinarian', 'Animal hospital']"
Springhurst Crossings,Loved it11,Valid,"The review expresses a positive sentiment ('Loved it') with a 5-star rating that is consistent with the text. While brief, the comment relates to the shopping mall experience and represents a genuine user opinion.",,,,Springhurst Crossings,,['Shopping mall']
General Burnside Island Golf,Loved it really need to visit this place,Valid,"The review expresses a positive experience ('Loved it') and intention to visit again, which is relevant to a golf course. The 5-star rating is consistent with the positive sentiment.",,,,General Burnside Island Golf,,['Golf course']
Randolph Park,Love it,Valid,"The review expresses a positive sentiment ('Love it') with a 5-star rating that is consistent with the text. While brief, the comment is relevant to the park location and represents a genuine experience.",,,,Randolph Park,,"['Park', 'Tourist attraction']"
Rural King,Always awesome.,Valid,"The review expresses a positive sentiment ('Always awesome') with a 5-star rating that is consistent with the text. While brief, the comment relates to the overall experience at Rural King, a retail chain, making it a genuine customer review.",,,,Rural King,"Retail chain with farm supplies & other merchandise, including home goods & hunting gear.","['Farm equipment supplier', 'Clothing store', 'Hardware store', 'Home goods store', 'Lawn mower store', 'Pet supply store']"
Meijer,Great,Valid,"The review expresses a positive sentiment about the store with a 5-star rating that is consistent with the 'Great' comment, indicating a genuine customer experience at this grocery store/supermarket.",,,,Meijer,"Chain retailer featuring brand-name groceries plus apparel, electronics & more.","['Grocery store', 'Produce market', 'Supermarket']"
El Nopal,"Decent margarita, food is okay, needs more depth of flavor. Staff is nice.",Valid,"The review provides a genuine dining experience at the Mexican restaurant, commenting on specific aspects like margaritas, food flavor, and staff service, which are all relevant to the business type and description.",,,,El Nopal,Casual Mexican chain eatery serving a range of traditional dishes & Margaritas.,['Mexican restaurant']
Feeders Supply,Had everything I needed for my dog.,Valid,"The review describes a genuine shopping experience at a pet supply store, mentioning finding dog supplies which directly relates to the business category and description. The 4-star rating is consistent with the positive experience described.",,,,Feeders Supply,,['Pet supply store']
Moby Dick Seafood Restaurants,Wasnt fresh,Valid,"The review provides a genuine critique about food freshness at a seafood restaurant. While brief, 'Wasnt fresh' is directly relevant to the restaurant's food quality and aligns with the seafood restaurant category. The 2-star rating is consistent with the negative feedback about freshness.",,,,Moby Dick Seafood Restaurants,,['Seafood restaurant']
Kentucky Hall Of Fame Cafe,Very good food and service.,Valid,"The review provides a genuine evaluation of the food and service at the sports bar, with a 5-star rating that matches the positive feedback about the dining experience.",,,,Kentucky Hall Of Fame Cafe,,['Sports bar']
Ken Towery's Tire & Auto Care,"I hate to say this, but as an Automotive Service Technician this was the worst job I have had in the Automotive field. It was a good stepping stone to find a better place to work, and I learned a lot, not automotive related though. What I learned is: Management has no problem lying to your face. I was underpaid, not treated with respect although I have a good work ethic. I worked there over a year. No mechanic I worked with was happy or treated fairly. All I'm saying is an underpaid, overworked, disgruntled workforce can lead to problems: That most definitely trickle down to the consumer. I would not take any vehicle of mine to any location. Just my opinion.",Valid,"This is a genuine review from a former employee sharing their work experience at the automotive service business. Despite the 5-star rating being inconsistent with the negative content, the review is directly relevant to the business (tire and auto care shop) and provides specific details about working conditions, management, and potential impact on service quality. The reviewer has clear firsthand experience with the location.",,,,Ken Towery's Tire & Auto Care,,"['Tire shop', 'Auto repair shop', 'Brake shop', 'Oil change service']"
Sunset Motel,Red state bbq is amazing.,Irrelevant,"The review discusses 'Red state bbq' which is completely unrelated to a motel. The text does not mention accommodation, rooms, service, or any motel-related experience, making it irrelevant to the business category and name.",,,,Sunset Motel,,['Motel']
Fred's,Going out of business,Irrelevant,"The review text 'Going out of business' is a factual statement about the store's status rather than a review of the shopping experience, products, or services. It doesn't relate to the discount store's offerings or customer experience.",,,,Fred's,"Discount chain offering a variety of home goods, grocery items & more (many have pharmacies).","['Discount store', 'Convenience store', 'Dollar store']"
Save A Lot,"Souse ,save a lot has it hot and mild,. And other little things u can't get from other places",Valid,"The review describes a genuine shopping experience at Save A Lot, mentioning specific products (souse in hot and mild varieties) and comparing the store's unique offerings to other places. The content is relevant to a grocery store/supermarket and the 5-star rating aligns with the positive sentiment.",,,,Save A Lot,Discount supermarket chain carrying brand-name & private-label grocery items.,['Grocery store']
Jake's Cigar Bar,Great selection but very over priced.  Nice joint though,Valid,"The review provides a genuine assessment of Jake's Cigar Bar, commenting on the selection and pricing which are relevant to a cigar shop/bar business. The 4-star rating is consistent with the mixed feedback (positive about selection and atmosphere, negative about pricing).",,,,Jake's Cigar Bar,,"['Bar', 'Cigar shop', 'Lounge']"
Chick-fil-A,Always fast and always accurate. This is my favorite Chick-fil-a location.,Valid,"The review describes a genuine experience at the Chick-fil-A location, praising the speed and accuracy of service, which is relevant to a fast-food restaurant. The 5-star rating is consistent with the positive feedback.",,,,Chick-fil-A,"Fast-food chain serving chicken sandwiches, strips & nuggets along with salads & sides.","['Fast food restaurant', 'Breakfast restaurant', 'Caterer', 'Chicken restaurant', 'Delivery service', 'Family restaurant']"
Cheddar's Scratch Kitchen,"I enjoy eating at Cheddar's. They have good food and you get a lot of it at a reasonable price. It's good for groups or date night. The place is real cozy and the wait isn't usually too long, but worth it. I like ordering the chicken tenders with shrimp. I always ask for bourbon sauce with it and don't forget the hot, flakey, buttery croissants.",Valid,"The review describes a genuine dining experience at Cheddar's Scratch Kitchen, mentioning specific food items (chicken tenders with shrimp, bourbon sauce, croissants), atmosphere details (cozy, good for groups/dates), and service aspects (reasonable prices, wait times). The content is directly relevant to the restaurant and the 5-star rating aligns with the positive experience described.",,,,Cheddar's Scratch Kitchen,"Family-friendly chain serving American comfort food with a Texas twist, plus cocktails.","['Traditional American restaurant', 'Family restaurant', 'Southern restaurant (US)']"
OT Sports Grill,Nice atmosphere but they let kids under 21 into the bar and I think parents with kids should not be allowed in the bar.,Valid,"The review describes a genuine experience at the sports bar, commenting on the atmosphere and bar policies regarding children. Despite the mixed sentiment (positive about atmosphere, negative about children policy), this is a relevant review about the establishment's environment and policies, which are legitimate aspects to review for a bar & grill.",,,,OT Sports Grill,,"['Bar & grill', 'Bar', 'Pizza restaurant', 'Pool hall', 'Sports bar']"
Bethel Shopping Center,"Love shopping at Piggly wiggly, very Friendly and great hospitality...",Valid,"The review describes a genuine shopping experience at Piggly Wiggly within the shopping center, mentioning specific positive aspects like friendly service and hospitality. The 5-star rating is consistent with the positive feedback, and the content is relevant to the shopping mall category.",,,,Bethel Shopping Center,,['Shopping mall']
Butlers Pantry Market and Cafe,Under new management with an amazing bakery and awesome coffee counter.,Valid,"The review describes genuine aspects of the business (new management, bakery, coffee counter) that directly relate to the establishment's categories as a bakery and coffee shop. The 5-star rating is consistent with the positive commentary about the food and beverage offerings.",,,,Butlers Pantry Market and Cafe,,"['Brunch restaurant', 'Bakery', 'Bar', 'Catering food and drink supplier', 'Caterer', 'Coffee shop', 'Deli', 'Gourmet grocery store', 'Liquor store', 'Wine store']"
Pier 1,"Sorry, the store is closing..",Valid,"The review acknowledges the store closure, which is relevant information for potential customers of this home goods retailer. The 4-star rating and sympathetic tone suggest a genuine customer experience.",,,,Pier 1,"Chain retailer providing an assortment of unique imported furniture, home-decor items & tableware.","['Home goods store', 'Boutique', 'Candle store', 'Furniture store', 'Glass & mirror shop', 'Kitchen furniture store', 'Lighting store', 'Outdoor furniture store', 'Rustic furniture store', 'Wicker store']"
The Whistle Stop,"Great food, good service and reasonable prices!",Valid,"The review provides a genuine assessment of the restaurant experience with positive comments about food quality, service, and pricing that are directly relevant to this Southern/family restaurant.",,,,The Whistle Stop,"Kitschy landmark serving Southern favorites like fried green tomatoes, catfish & country ham.","['Family restaurant', 'Southern restaurant (US)']"
Rainbow Lanes,Great place for private party.,Valid,"The review describes a positive experience using the bowling alley for a private party, which is relevant to the business category and shows genuine usage of the facility.",,,,Rainbow Lanes,,['Bowling alley']
Wendy's,The manager Rhonda is so sweet and really cares about her team. Good food good service the Big Dave is sooo good reminds me of when the Wendy's Single was like that. 😁,Valid,"The review describes a genuine dining experience at Wendy's, mentioning specific staff (manager Rhonda), food quality, service, and a specific menu item (Big Dave). The 5-star rating is consistent with the positive feedback about both food and service.",,,,Wendy's,Fast-food burger chain serving sides such as chili & baked potatoes.,"['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']"
Chick-fil-A,"Very fabulous, 1st time there, great service and the food was hot and good",Valid,"The review describes a genuine first-time dining experience at Chick-fil-A, mentioning specific aspects like service quality and food temperature. The 5-star rating is consistent with the positive feedback about the fast-food restaurant experience.",,,,Chick-fil-A,"Fast-food chain serving chicken sandwiches, strips & nuggets along with salads & sides.","['Fast food restaurant', 'Breakfast restaurant', 'Caterer', 'Chicken restaurant', 'Delivery service', 'Family restaurant']"
White Castle,Slow,Valid,"The review provides a relevant critique of the restaurant's service speed, which is directly related to the fast-food business. While brief, 'Slow' is a legitimate assessment of service quality at a fast-food establishment, and the 2-star rating is consistent with this negative experience.",,,,White Castle,"Fast-food chain serving signature beef, chicken & fish sliders, plus extras such as onion rings.","['Fast food restaurant', 'American restaurant', 'Hamburger restaurant', 'Restaurant']"
Mike Linnig's,Good fish. Mac n cheese was gross(DO NOT GET). Overall a neat place to go.,Valid,"The review provides a genuine dining experience at the seafood restaurant, mentioning specific food items (fish and mac n cheese) with honest feedback. The 4-star rating aligns with the mixed but generally positive assessment, and the content is directly relevant to the restaurant's seafood offerings.",,,,Mike Linnig's,Circa-1925 riverside seafood joint serving up big portions of fried fish at outdoor picnic tables.,"['Seafood restaurant', 'Restaurant']"
Walmart Supercenter,Amazing service wide variety of things to buy,Valid,"The review describes a genuine shopping experience at Walmart, praising the service and product variety, which is directly relevant to a department store/supercenter. The 5-star rating is consistent with the positive feedback.",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
"QUALITY INN GEORGETOWN,KY",This is by far to date the very worst..2cd..worst motel I have ever stayed. The list of things is to long. The manager was nice so he tried. But we literally had to remove sheets with small dark blood spots an bed bug droppings. Never again,Valid,"The review describes a genuine stay experience at the hotel, detailing specific issues encountered (blood spots, bed bug droppings) and mentioning interaction with the manager. The 1-star rating is consistent with the extremely negative experience described.",,,,"QUALITY INN GEORGETOWN,KY",,['Hotel']
1021 Park's Place restaurant,"A very small 3-4 table restaurant that serves burgers, wings, fries, etc.
I ordered a double cheeseburger and a order of wings.The fully dressed double cheese burger was really good but the wings were a little on the small side. Friendly service and deliver to a large surrounding area for a small fee. I think she said $6. I'll definitely go again",Valid,"The review provides a genuine dining experience at the restaurant, describing specific food items ordered (double cheeseburger and wings), commenting on food quality, service, and delivery options. The 4-star rating aligns with the mixed but generally positive feedback about the food and service.",,,,1021 Park's Place restaurant,,['Restaurant']
McDonald's,Ok,Valid,"Although the review is very brief with just 'Ok' and a 2-star rating, it relates to the McDonald's restaurant experience and represents a genuine, albeit minimal, customer feedback about the fast-food establishment.",,,,McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant', 'Salad shop', 'Sandwich shop']"
Lowe's Home Improvement,"My daughter and I went in today to pick up a topper for our Christmas tree and a collar, which online, it said was in stock. Upon arriving, we looked and couldn't find what we were looking for. We were pressed for time today, so I looked for someone to help us. There was no one to be found. We walked up front and asked a cashier and she said that, all they had was on the floor. They had no tree toppers, not one and no collars what so ever for the base of the Christmas tree either. Plenty of Christmas trees, plenty of blow ups for the lawn, but NO TREE TOPPERS!? and no collars. I didn't even seen any ornaments?   I was astonished at the lack of inventory at this lowes location. Especially for this time of year.?",Valid,"The review describes a genuine shopping experience at Lowe's Home Improvement, detailing the customer's visit to purchase Christmas tree accessories, their interaction with staff, and disappointment with inventory. The content is directly relevant to the store's category as a home improvement retailer, and the 1-star rating aligns with their negative experience regarding product availability and customer service.",,,,Lowe's Home Improvement,"Home-improvement chain for appliances, gardening supplies, tools & more (some offer truck rentals).","['Home improvement store', 'Appliance store', 'Building materials supplier', 'Flooring store', 'Furniture store', 'Grill store', 'Hardware store', 'Lawn equipment rental service', 'Outdoor furniture store', 'Rug store']"
Hobby Lobby,Great products and prices.  Beautifully decorated.,Valid,"The review describes a genuine shopping experience at Hobby Lobby, commenting on products, prices, and store decoration, which are all relevant to a craft/hobby store. The 5-star rating is consistent with the positive feedback.",,,,Hobby Lobby,"Chain carrying a variety of arts & crafts materials, plus party supplies, fabric & home-decor items.","['Craft store', 'Corporate office', 'Fabric store', 'Hobby store', 'Home goods store', 'Picture frame shop', 'Scrapbooking store']"
Arby's,My boyfriend and i both got food poisoning after haveing lunch from there.,Valid,"The review describes a genuine dining experience at Arby's where the reviewers got food poisoning after eating lunch there. The content is directly relevant to the restaurant's food quality and service, and the 2-star rating is consistent with the negative experience described.",,,,Arby's,"Fast-food chain, known for its roast beef, serving up hot & cold sandwiches, fries & shakes.","['Fast food restaurant', 'American restaurant', 'Deli', 'Takeout Restaurant', 'Sandwich shop']"
Zaxby's Chicken Fingers & Buffalo Wings,I eat there every chance I get got great food and veterans discounts,Valid,"The review describes a genuine dining experience at the restaurant, mentioning the food quality and veteran discounts offered. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to this chicken restaurant.",,,,Zaxby's Chicken Fingers & Buffalo Wings,"Chain eatery serving up fried chicken fingers, wings, sandwiches & other American comfort eats.","['Chicken restaurant', 'Fast food restaurant']"
Lincoln Museum,Spectacular museum of everything LINCOLN! Give yourself under an hour - plenty to see!,Valid,"The review provides a genuine experience about visiting the Lincoln Museum, with specific details about the time needed and positive feedback about the exhibits. The 5-star rating is consistent with the enthusiastic tone, and the content is directly relevant to the museum category and business name.",,,,Lincoln Museum,,"['Museum', 'Non-profit organization', 'Tourist attraction']"
Wildcat Harley-Davidson,This is the best HD shop. The friendly owners and staff are more than happy to help you with any questions you have.  You have to see this showroom and meet these folks!!,Valid,"The review describes a genuine experience at the Harley-Davidson dealership, praising the staff, owners, and showroom. The content is directly relevant to the business (HD shop, staff service, showroom) and the 5-star rating is consistent with the positive feedback about the dealership experience.",,,,Wildcat Harley-Davidson,"Chain selling the brand's signature motorcycles, plus apparel & more at some branches.","['Harley-Davidson dealer', 'Motorcycle parts store', 'Motorcycle repair shop']"
New Ichiban Buffet,Not as good as before,Valid,"The review provides a genuine assessment of the restaurant experience, comparing current quality to past visits. The 3-star rating is consistent with the lukewarm sentiment, and the content is relevant to the Asian/Chinese restaurant.",,,,New Ichiban Buffet,,"['Asian restaurant', 'Chinese restaurant']"
Walmart Supercenter,You can find almost everything...,Valid,"The review provides a genuine observation about the store's product variety, which is highly relevant to Walmart's business as a department store/supercenter. The 4-star rating is consistent with the positive comment about finding 'almost everything.'",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Imperial Plaza,Always a good place to go.,Valid,The review provides a genuine positive assessment of the shopping mall experience with a 4-star rating that aligns with the positive sentiment expressed in the text.,,,,Imperial Plaza,,['Shopping mall']
Zaxby's Chicken Fingers & Buffalo Wings,Love Zaxbys,Valid,The review expresses genuine positive sentiment about Zaxby's restaurant with a 4-star rating that matches the positive text. The content is directly relevant to the business name and category (chicken restaurant).,,,,Zaxby's Chicken Fingers & Buffalo Wings,"Chain eatery serving up fried chicken fingers, wings, sandwiches & other American comfort eats.","['Chicken restaurant', 'Fast food restaurant']"
Annie’s Café,"Quick, delicious, healthy. One of the best Vietnamese restaurants in town.",Valid,"The review describes a genuine dining experience at a Vietnamese restaurant, praising the food quality (quick, delicious, healthy) and comparing it favorably to other Vietnamese restaurants in town. The content is directly relevant to the business category and description, and the 5-star rating is consistent with the positive feedback.",,,,Annie’s Café,"A mix of Vietnamese & Chinese fare (including a strictly vegetarian menu) in a simple, cozy setting.","['Vietnamese restaurant', 'Chinese restaurant', 'Noodle shop', 'Restaurant', 'Soup restaurant']"
Hideout Pizzaria,"One might call it a ""dive"", but the pizza was terrific and the waitress was spot on in her attentions. Good prices for exceptional food.",Valid,"The review describes a genuine dining experience at the pizzeria, mentioning specific aspects like pizza quality, service, and pricing. The 5-star rating is consistent with the positive assessment of the food and service.",,,,Hideout Pizzaria,,['Pizza restaurant']
JOANN Fabrics and Crafts,"This location by far has the friendliest, most helpful staff ever. I really enjoy coming in to this location because they always go above and beyond regular customer service",Valid,"The review describes a genuine customer experience at JOANN Fabrics and Crafts, praising the staff's friendliness and helpfulness. The content is directly relevant to the business (a fabric/craft store), and the 5-star rating is consistent with the positive feedback about customer service.",,,,JOANN Fabrics and Crafts,"Chain providing a wide range of fabrics, plus sewing & arts & crafts supplies (most offer classes).","['Fabric store', 'Baking supply store', 'Bead store', 'Craft store', 'Knit shop', 'Picture frame shop', 'Scrapbooking store', 'Seasonal goods store', 'Sewing shop', 'Yarn store']"
Kroger,Went in for precooked bacon. They had some that was 2 for $5. It was good,Valid,"The review describes a genuine shopping experience at Kroger, mentioning a specific product (precooked bacon) and pricing, which is relevant to a grocery store. The 4-star rating is consistent with the positive feedback about the product quality.",,,,Kroger,"Large supermarket chain with deli & bakery departments, plus health & beauty aids.","['Grocery store', 'Propane supplier']"
Improveit! Home Remodeling,"Awsome sellers , Awsome installers and awsome windows. Deffently Improved our home.😀",,,558.0,5.0,Failed after retries,Improveit! Home Remodeling,,"['Contractor', 'Bathroom remodeler', 'Window installation service']"
Springhurst Towne Center,Rude stuck up people,Valid,"The review expresses a negative experience about the people at the shopping mall, which is relevant to the location. While brief and negative, it describes a genuine impression of the service/atmosphere at Springhurst Towne Center.",,,,Springhurst Towne Center,,['Shopping mall']
AAA Rent-A-Space West,Good service,Valid,"The review provides a genuine assessment of the service quality at this storage facility, with a 4-star rating that aligns with the positive 'Good service' comment.",,,,AAA Rent-A-Space West,,"['Self-storage facility', 'Moving and storage service', 'Moving supply store', 'Storage facility', 'Truck rental agency']"
Southside Mall Theatre,Great choices of movies,Valid,"The review is directly relevant to the movie theater, with 'Great choices of movies' being an appropriate comment about the theater's movie selection. The 5-star rating is consistent with the positive feedback.",,,,Southside Mall Theatre,,['Movie theater']
Windy Corner Market,Nice place.,Valid,"The review provides a genuine, albeit brief, positive assessment of the location with 'Nice place.' The 3-star rating is consistent with a moderate positive experience, and the comment relates directly to the business as an American restaurant/grocery store.",,,,Windy Corner Market,"Unfussy American joint in horse-farm country serving po' boys, breakfasts & more in a rustic space.","['American restaurant', 'Grocery store', 'Restaurant']"
Lake Jericho,Beautiful place!!,Valid,"The review expresses a positive sentiment about the location with 'Beautiful place!!' which is directly relevant to Lake Jericho. The 5-star rating is consistent with the positive comment, and the text relates appropriately to the lake category.",,,,Lake Jericho,,['Lake']
Mosquito Authority,"They kill mosquitos, they also gave me a Bundt cake once. Now I keep them coming out just to hopefully get another bundt cake. Where's my cake guys?",Valid,"The review describes a genuine experience with the pest control service, mentioning their core service (killing mosquitos) and a memorable customer service gesture (bundt cake). Despite the humorous tone about wanting another cake, this reflects an actual customer experience with the business.",,,,Mosquito Authority,,"['Pest control service', 'Service establishment']"
Taco Tico,Great food and always friendly,Valid,"The review describes a genuine dining experience at the Mexican fast-food restaurant, praising both the food quality and service. The 5-star rating is consistent with the positive feedback about food and staff friendliness.",,,,Taco Tico,,"['Fast food restaurant', 'Mexican restaurant']"
Denny's,Friendly staff and great service,Valid,"The review describes a genuine dining experience at Denny's, commenting on staff friendliness and service quality, which are relevant to a diner/restaurant. The 5-star rating is consistent with the positive feedback.",,,,Denny's,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.","['Diner', 'American restaurant', 'Breakfast restaurant']"
deSha's Restaurant and Bar,"Convenient location, good food. They do have a wide variety of options and the main dining room is separated far enough away from the bar that you hardly know it's there unless you go to the restroom.",Valid,"The review provides a genuine experience describing the restaurant's location, food quality, variety of options, and layout details. The 4-star rating is consistent with the positive but measured tone of the review.",,,,deSha's Restaurant and Bar,,"['American restaurant', 'Banquet hall', 'Bar']"
