business_name,text,predicted_label,prediction_reason,name,description,category
Red Chair Café & Bar,Great environment and view. Food is good also.,Valid,"The review describes a genuine experience at the cafe/bar, mentioning the environment, view, and food quality, which are all relevant to the business. The 4-star rating is consistent with the positive feedback.",Red Chair Café & Bar,"Laid-back watering hole with mountain views & a patio for pub fare, craft beers & weekend brunch.","['Bar', 'Cafe', 'Restaurant']"
Buffalo Wild Wings,Service is absolutely horrible. Sat around waiting for the check for about 15-20 minutes. All the food is more on the spicy side. Dessert nachos is the worst idea ever!,Valid,"The review describes a genuine dining experience at Buffalo Wild Wings, with specific details about service wait times, food spiciness, and menu items like dessert nachos. The 2-star rating is consistent with the negative experience described.",Buffalo Wild Wings,Lively sports-bar chain dishing up wings & other American pub grub amid lots of large-screen TVs.,"['Chicken wings restaurant', 'American restaurant', 'Bar & grill', 'Takeout Restaurant', 'Restaurant', 'Sports bar']"
Murdoch's Ranch & Home Supply,Great place,Valid,"The review expresses a positive opinion about the store with a 5-star rating that matches the sentiment. While brief, 'Great place' is a relevant assessment of the business experience.",Murdoch's Ranch & Home Supply,"Ranch supply store for animal feed & tack, tools, clothing & shoes, hardware, fencing & garden gear.","['Department store', 'Clothing store', 'Hardware store', 'Western apparel store']"
Yellowstone Grizzly RV Park,Staff was fantastic and the park was very clean,Valid,"The review describes a genuine experience at the RV park, mentioning specific aspects like staff quality and park cleanliness that are directly relevant to the business. The 5-star rating is consistent with the positive feedback.",Yellowstone Grizzly RV Park,"RV campsites & wood cabins, plus a convenience store, laundry facilities & restrooms with showers.","['RV park', 'Log cabins']"
Cat's Paw,It was a relaxed sports bar. servers were friendly and professional,Valid,"The review describes a genuine experience at the sports bar, mentioning specific aspects like the atmosphere, servers, and service quality. The 4-star rating aligns with the positive feedback about the relaxed environment and friendly staff.",Cat's Paw,"Unpretentious watering hole featuring multiple TVs, 2 poker tables, pool & taxidermy.","['Bar', 'Liquor store']"
Red Rooster Cafe,"Delicious breakfast and great service. Loved the music they were playing, Christian!",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific aspects like breakfast, service, and music. The 5-star rating is consistent with the positive feedback, and the content is relevant to the American restaurant.",Red Rooster Cafe,"American staples, along with homemade pies & jams, offered in modest quarters with counter seating.","['American restaurant', 'Restaurant']"
Bitterroot River Inn and Conference Center,"Great rooms, very clean and if your up to it, very close to a calming walk along the Bitterroot river.",Valid,"The review provides a genuine experience describing the hotel rooms as clean and mentions the proximity to the Bitterroot river for walks, which is relevant to the hotel location. The 4-star rating is consistent with the positive feedback about the accommodations and amenities.",Bitterroot River Inn and Conference Center,"Understated hotel offering an indoor pool & a hot tub, plus free breakfast, parking & Wi-Fi.","['Hotel', 'Inn']"
City of Bozeman Bogert Park,Great park with some open space and cool trails. Great dog vibes.,Valid,"The review describes a genuine experience at the park, mentioning relevant features like open space, trails, and dog-friendly atmosphere. The 5-star rating is consistent with the positive feedback about the park facilities.",City of Bozeman Bogert Park,"Creekside park with a playground, basketball court, band shell, community pool & winter ice rink.","['City park', 'Park']"
CARSTAR Auto Body Specialists,Great communication and excellent speed and customer service. Honestly a breath of fresh air compared to other shops I've used.,Valid,"The review describes a genuine experience with the auto body shop, praising communication, speed, and customer service, which are all relevant to the business category. The 5-star rating is consistent with the positive feedback.",CARSTAR Auto Body Specialists,,"['Auto body shop', 'Auto dent removal service']"
St. Mary Village,Good room and a good location. I would recommend to anyone who is looking to stay by and explore Glacier national park.,Valid,"The review describes a genuine stay experience at the lodge, mentioning room quality and location benefits for exploring Glacier National Park. The 4-star rating is consistent with the positive feedback, and the content is directly relevant to the hospitality services offered by this lodge/hotel business.",St. Mary Village,"Classic lodge with hotel rooms, cabins & motel units, plus a restaurant, bar, cafe & espresso shop.","['Hotel', 'Gas station', 'Grocery store', 'Lodge', 'Motel', 'Resort hotel', 'Restaurant']"
Great Clips,Awesome place!  Great service!,Valid,"The review expresses genuine positive feedback about the service at a hair salon, with a 5-star rating that aligns with the positive comments about the place and service quality.",Great Clips,Casual salon offering haircuts for adults & kids along with professional styling products for sale.,"['Hair salon', 'Beauty salon']"
Billings Hotel and Convention Center,"The halls are really long and creepy, the beds were uncomfortable but it was fun for a short period of time",Valid,"The review describes a genuine hotel stay experience, mentioning specific aspects like halls, beds, and overall experience. The 3-star rating is consistent with the mixed feedback (uncomfortable beds but fun for a short time), and the content is directly relevant to the hotel business.",Billings Hotel and Convention Center,"Informal hotel offering dining & 26,000 sq ft of function space, plus an indoor pool & waterslides.",['Hotel']
Main Street Eats,"Great place for breakfast! We had their ""Western"" skillet and the breakfast burrito special. Both were well made and fantastic! We ended up ordering cinnamon rolls to go since they are soo good!

The owners were very friendly and made very delicious food. I will bet that if you blindfolded yourself and picked a random meal on the menu you would never get a bad meal. I highly recommend!",Valid,"The review describes a genuine dining experience at the cafe, mentioning specific menu items (Western skillet, breakfast burrito, cinnamon rolls), positive interactions with owners, and overall satisfaction. The 5-star rating is consistent with the enthusiastic positive text.",Main Street Eats,,['Cafe']
Krispy Kreme,Pumkin spice donuts  yummy,Valid,"The review describes a genuine experience with the product (pumpkin spice donuts) at Krispy Kreme, which is directly relevant to the donut shop's offerings. The 5-star rating is consistent with the positive sentiment expressed in the text.",Krispy Kreme,"Longtime chain serving a variety of donut flavors & shapes, plus coffee & frozen drinks.","['Donut shop', 'Coffee shop', 'Dessert shop', 'Fast food restaurant']"
Shamrock Club,👍great steAks,Valid,"The review mentions 'great steaks' which is directly relevant to a Bar & grill establishment, and the 5-star rating is consistent with the positive feedback about the food.",Shamrock Club,,"['Bar & grill', 'Casino']"
Whitefish Mountain Resort,Great family skiing. Super affordable with a season pass.,Valid,"The review describes a genuine skiing experience at the resort, mentioning family skiing and season pass affordability. The content is directly relevant to the ski resort's services, and the 5-star rating is consistent with the positive feedback.",Whitefish Mountain Resort,,"['Ski resort', 'Sports activity location']"
Athenian,"I'm sure the food is probably satisfactory for many but if you have been to Greece and loved the food, this may not measure up. The service was friendly and pretty efficient but at the end of her shift our waitress was definitely feeling the day. Portions were ample and we left with leftovers and will enjoy them tomorrow.",Valid,"The review provides a genuine dining experience at a Greek restaurant, discussing food quality, service, and portion sizes. The reviewer compares the food to authentic Greek cuisine and shares specific details about their visit, including interaction with staff and taking leftovers home. The 3-star rating aligns with the mixed but fair assessment provided.",Athenian,"Quaint, warmly painted dining room serving traditional Greek entrees & pita sandwiches.",['Greek restaurant']
Riddle's Jewelry - Billings Shiloh,Great service,Valid,"The review provides a genuine positive assessment of the service at the jewelry store, with a 5-star rating that aligns with the positive comment about 'Great service'.",Riddle's Jewelry - Billings Shiloh,,"['Jewelry store', 'Diamond dealer', 'Jewelry designer', 'Jewelry engraver', 'Jewelry repair service', 'Watch repair service', 'Watch store']"
Applebee's Grill + Bar,Food was acceptable but of the same quality I could make at home and the service was minimal but also adequate. You are basically paying to not have to cook for yourself or clean up after since the food is the same as I would make myself. Again this is not a bad thing but also nothing to look forward to.,Valid,"The review provides a genuine assessment of the dining experience at Applebee's, discussing food quality, service, and value proposition. The 3-star rating aligns with the mixed but fair critique of the restaurant experience.",Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']"
Swiftcurrent Motor Inn,Beautiful Scenic tours destination bring your camera!,Valid,"The review positively describes the location as a scenic destination suitable for photography, which is relevant to a motel that guests would visit for tourism purposes. The 5-star rating aligns with the positive sentiment about the scenic beauty of the area.",Swiftcurrent Motor Inn,"Simple motel rooms or cold-water cabins with shared restrooms, plus an on-site store & restaurant.",['Motel']
Steve's Cafe,"Nice local cafe. My favorite when traveling. Food choices were plenty. I had breakfast and the food was excellent. The coffee tasto burnt, but was drinkable. The service is excellent. They definitely support the local kids as there were plenty working there and all we're very polite.",Valid,"The review describes a genuine dining experience at Steve's Cafe, with specific details about breakfast food, coffee quality, service, and staff. The content is directly relevant to the cafe's business categories and the 5-star rating aligns with the overall positive experience described.",Steve's Cafe,,"['Cafe', 'American restaurant', 'Breakfast restaurant', 'Diner', 'Gluten-free restaurant', 'Hamburger restaurant', 'Lunch restaurant', 'Restaurant', 'Vegetarian restaurant']"
Taco Del Sol,Amazing fish tacos after a hard days work! Personally I say best tacos I town!,Valid,"The review describes a genuine dining experience at the Mexican restaurant, praising the fish tacos which aligns with the business category and description. The 5-star rating is consistent with the positive feedback about the food quality.",Taco Del Sol,"Local Mexican counter-serve chain offering tacos, burritos & beer in a casual, colorful space.","['Burrito restaurant', 'Taco restaurant']"
Tamarack Brewing Company,Fantastic food with generous portions. Fun atmosphere. Incredibly good beers.,Valid,"The review describes a genuine dining and drinking experience at the brewpub, mentioning food quality, portions, atmosphere, and beer quality which are all directly relevant to the business description and category. The 4-star rating is consistent with the positive feedback.",Tamarack Brewing Company,"Casual alehouse with soaring ceilings & a creek-side patio, serving pub grub & beer brewed in-house.","['Brewpub', 'American restaurant', 'Restaurant']"
Godfather's Pizza,Fast service and good food.,Valid,"The review describes a genuine dining experience at the pizza restaurant, mentioning relevant aspects like service speed and food quality that align with the business category and description.",Godfather's Pizza,"Chain eatery specializing in thick-crust pizzas, also offering calzones, sides & desserts.","['Pizza restaurant', 'Buffet restaurant', 'Italian restaurant', 'Delivery Restaurant', 'Restaurant']"
Exxon,Ice cream a m cones and close to Walmart two min from the spot meditate and work All at your finger tips,Irrelevant,"The review text is incoherent and doesn't relate to gas station services. The fragmented phrases about 'ice cream', 'meditate and work', and 'finger tips' don't describe a genuine experience at a gas station, making the content irrelevant to the business category and name.",Exxon,,"['Gas station', 'Car repair and maintenance']"
Washington-Grizzly Stadium,Fun,Valid,"The review expresses a positive experience ('Fun') at a stadium, which is directly relevant to the venue's purpose of hosting entertainment events. The 5-star rating is consistent with the positive sentiment.",Washington-Grizzly Stadium,"Outdoor stadium with 25,000+ seats providing a venue for University of Montana football games.",['Stadium']
PetSmart,Service is always fast and friendly.,Valid,"The review describes a genuine experience with the service at PetSmart, mentioning 'fast and friendly' service which is relevant to a pet supply store. The 5-star rating is consistent with the positive feedback.",PetSmart,"Chain featuring a range of pets, supplies & food (most offer grooming, boarding & other services).","['Pet supply store', 'Pet adoption service', 'Pet groomer', 'Pet trainer']"
Olive Garden Italian Restaurant,Love the food and great service,Valid,"The review describes a genuine dining experience at the Italian restaurant, mentioning both food quality and service. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant's offerings.",Olive Garden Italian Restaurant,"Lively, family-friendly chain featuring Italian standards such as pastas & salads, with a full bar.","['Italian restaurant', 'Caterer', 'Family restaurant', 'Gluten-free restaurant', 'Takeout Restaurant', 'Seafood restaurant', 'Soup restaurant', 'Wine bar']"
Michaels,"High prices, good selection, but plenty of online discount coupons.",Valid,"The review provides a genuine assessment of the craft store experience, mentioning relevant aspects like prices, selection, and availability of discount coupons. The content is directly related to shopping at Michaels and aligns with the business category as a craft/art supply store.",Michaels,Chain retailer carrying art & hobby supplies plus home decor (most offer classes & custom framing).,"['Craft store', 'Art supply store', 'Picture frame shop', 'Yarn store']"
McDonald's,Oh my did I eat here🤭🤫,Valid,"The review text 'Oh my did I eat here🤭🤫' with a 4-star rating indicates the reviewer had a dining experience at McDonald's. While brief and playful in tone, it relates to eating at the restaurant, which is relevant to McDonald's as a fast-food establishment.",McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']"
Blues BBQ,Pretty good 'que prices are reasonable and the food was delicious,Valid,"The review describes a genuine dining experience at the barbecue restaurant, commenting on the food quality ('delicious'), pricing ('reasonable'), and refers to 'que (barbecue) which directly relates to the business category and description. The 5-star rating is consistent with the positive feedback.",Blues BBQ,"Barbecue plates & sandwiches, plus down-home sides, doled out in laid-back surroundings.","['Barbecue restaurant', 'Restaurant']"
Good Food Store,The most expensive place in Missoula to get organic food and it is a non profit and pays zero corporate tax...   Instead buy from a local business that doesn't use tax loop holes to provide the most expensive food in town.,Valid,"The review discusses the store's pricing, tax status, and compares it to other local businesses, which are all relevant aspects of evaluating a grocery/health food store. Despite the negative sentiment and 2-star rating, the reviewer is providing their genuine opinion about the business practices and pricing of this specific location.",Good Food Store,,"['Grocery store', 'Health food store', 'Supermarket']"
1889 Coffee House,Thanks for the sandwich! Super fast! Saved me a bunch of time,Valid,"The review describes a genuine experience at the coffee house, mentioning a sandwich and fast service, which is relevant to the business categories (sandwich shop, cafe, restaurant). The 5-star rating is consistent with the positive feedback.",1889 Coffee House,,['Coffee shop']
Chico Hot Springs Resort & Day Spa,We go every year when we fly to MT to visit family. Everyone always looks forward to it.,Valid,"The review describes a genuine annual visiting experience to the resort, mentioning family visits to Montana. The 5-star rating is consistent with the positive sentiment, and the content is directly relevant to the resort business.",Chico Hot Springs Resort & Day Spa,Circa-1900 lodge featuring historic rooms or modern cabins. plus 2 natural hot-spring pools.,"['Resort hotel', 'Hot spring hotel', 'Wedding venue']"
Bed Bath & Beyond,Love this store and they guarantee price matching so if you find it for cheaper they'll match it,Valid,"The review describes a genuine shopping experience at Bed Bath & Beyond, mentioning their price matching policy which is relevant to the store's service. The 5-star rating is consistent with the positive sentiment expressed about loving the store.",Bed Bath & Beyond,"Chain with a varied selection of home goods, including bedding, kitchenware, towels & decor items.","['Department store', 'Appliance store', 'Bathroom supply store', 'Bedding store', 'Cutlery store', 'Gift shop', 'Glassware store', 'Home goods store', 'Linens store', 'Wedding store']"
Livingston Roundup,Worth the trip every year,Valid,"The review expresses a positive experience about visiting annually, which is relevant to a rodeo event. The 5-star rating aligns with the positive sentiment of 'worth the trip every year'.",Livingston Roundup,,"['Rodeo', 'Store']"
Albertsons,Always clean and friendly,Valid,"The review describes a genuine experience at the grocery store, commenting on cleanliness and staff friendliness, which are relevant aspects of a grocery store visit. The 4-star rating is consistent with the positive feedback.",Albertsons,,"['Grocery store', 'Pharmacy']"
Freeway Tavern,Order the wop chop. They're famous in butte. Evel keneval use to hangout here too.,Valid,The review provides genuine dining recommendations (ordering the 'wop chop') and shares historical context about the establishment (Evel Knievel used to hang out there). The content is relevant to the bar/restaurant and aligns with the business description of serving pub grub including pork-chop sandwiches.,Freeway Tavern,"Fried pork-chop sandwiches & other pub grub are served at this unfussy, long-standing watering hole.","['Bar', 'Restaurant']"
PetSmart,Clean,Valid,"The review describes a genuine experience at PetSmart with 'Clean' being a relevant assessment of the pet store's condition, and the 4-star rating is consistent with this positive observation.",PetSmart,"Chain featuring a range of pets, supplies & food (most offer grooming, boarding & other services).","['Pet supply store', 'Pet adoption service', 'Pet groomer', 'Pet trainer']"
Plonk Missoula,Drinks are good. I was there DJ night. The music was not relaxing. Waiter took plates too fast.,Valid,"The review describes a genuine experience at the location, mentioning specific aspects like drinks, DJ night music, and service. The content is directly relevant to an eclectic restaurant/cocktail bar, and the 4-star rating is consistent with the mixed but overall positive feedback.",Plonk Missoula,,"['Eclectic restaurant', 'Cocktail bar', 'Wine bar']"
Cardinal Properties Inc.,They have been great to work with. Carol went above and beyond to help us get into our house.,Valid,"The review describes a genuine experience with the property management company, mentioning specific staff (Carol) and their helpful service in getting into a house, which is directly relevant to the business category and services.",Cardinal Properties Inc.,,['Property management company']
Mountain Mudd Espresso,Gotta stop in the am,Valid,"The review text 'Gotta stop in the am' is brief but relevant to a coffee shop, as it implies a morning visit routine which is typical behavior for coffee establishments. The 4-star rating is consistent with a positive experience.",Mountain Mudd Espresso,,['Coffee shop']
Schulte's Coffee House,"Awesome little coffee shop! The food is great, coffee is great, and froyo is amazing!

The staff is wonderful, and this is also the *only* place in town I know of that has devonshire cream for their scones!

I do have to say, it's a bit odd it's attached to a gas station, and kind drove me off. But don't let that fool you like it did me! It may be odd, but both the gas station and coffee shop are amazing!",Valid,"The review provides a detailed and genuine experience about the coffee shop, discussing the food, coffee, froyo, staff, and unique features like devonshire cream for scones. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the coffee shop business.",Schulte's Coffee House,,"['Coffee shop', 'Tea house']"
Food For the Soul,It was a good experience. The food was awesome!!!,Valid,"The review describes a genuine dining experience at the restaurant, praising the food quality. The 5-star rating is consistent with the positive text, and the content is relevant to the business which is a restaurant/café serving food.",Food For the Soul,"Modern café with an upstairs serving hearty gyros, tacos & burritos with fresh coffee or smoothies.","['Restaurant', 'Breakfast restaurant', 'Deli', 'Espresso bar', 'Mexican restaurant']"
Starbucks,Fast friendly service. Made both orders correct.,Valid,"The review describes a genuine experience at Starbucks, commenting on service quality and order accuracy, which is directly relevant to a coffee shop. The 5-star rating aligns with the positive feedback about fast, friendly service.",Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Cafe', 'Coffee store', 'Espresso bar']"
Great Harvest Bread Co.,Local bread pretty amazing. Very generous when my whole cross country team comes by for a free slice.,Valid,"The review describes a genuine experience at the bakery, mentioning the local bread quality and the business's generosity with free samples. The content is directly relevant to the bakery's offerings and the 5-star rating aligns with the positive experience described.",Great Harvest Bread Co.,Bakery chain specializing in whole-grain breads & muffins made with Montana wheat.,['Bakery']
Grizzly & Wolf Discovery Center,Worth every penny of the admission. 2 hours of learning and fun. The kids loved the bear feedings and we took about 100 pictures.,Valid,"The review describes a genuine visit experience at the wildlife discovery center, mentioning specific activities like bear feedings, duration of visit (2 hours), and positive family experience. The 5-star rating is consistent with the positive text, and the content is directly relevant to the zoo/wildlife refuge business.",Grizzly & Wolf Discovery Center,"Visitors get close-up views of grizzly bears, gray wolves & birds of prey in this animal refuge.","['Non-profit organization', 'Tourist attraction', 'Wildlife refuge', 'Zoo']"
Simple Simon's Pizza,Love the pizza!,Valid,"The review expresses genuine positive sentiment about the pizza at a pizza restaurant, with a 5-star rating that is consistent with the enthusiastic text. The content is directly relevant to the business category and description.",Simple Simon's Pizza,"A variety of pizzas, subs & calzones fills the menu at this easygoing Italian chain.",['Pizza restaurant']
ReStore,I love this place. Nice stuff and good prices.,Valid,"The review describes a genuine experience at the donations center, mentioning positive aspects like 'nice stuff and good prices' which are relevant to a ReStore (typically a thrift/donation store), and the 5-star rating is consistent with the positive text.",ReStore,,['Donations center']
Old Timer Cafe,Great breakfast,Valid,"The review provides a genuine positive assessment of the breakfast at an American restaurant, with the 5-star rating consistent with the positive comment 'Great breakfast'.",Old Timer Cafe,,['American restaurant']
Rendezvous Casino & Burger Grill,Love this place. Don't go there and make it so I can't get a table. JJ eat and Gamble awesome,Valid,"The review describes a genuine positive experience at the casino and burger grill. The reviewer expresses love for the place, mentions eating and gambling (which aligns with the business description of hamburgers and gaming machines), and gives a 4-star rating consistent with their positive sentiment. The playful comment about not wanting others to take their table shows personal attachment to the location.",Rendezvous Casino & Burger Grill,Build-your-own hamburgers & cocktails offered in an informal eatery with gaming machines.,"['Hamburger restaurant', 'American restaurant']"
Field of Screams MT,Love it! So scary and fun for the family!!,Valid,"The review describes a genuine experience at the haunted house, with positive feedback about it being scary and fun for families, which is directly relevant to the business category and typical haunted house experience.",Field of Screams MT,,['Haunted house']
Memorial Rose Garden,"Beautiful well laid out park, center is being watered every time we went by.",Valid,"The review provides a genuine experience describing the park's layout and maintenance observations, which is directly relevant to a garden/tourist attraction. The 4-star rating is consistent with the positive description.",Memorial Rose Garden,,"['Garden', 'Tourist attraction']"
Copper City Casino & Restaurant,This place has a very friendly and comfortable feeling as soon as you get through the door.,Valid,"The review describes a genuine experience about the atmosphere and feeling upon entering the establishment, which is relevant to a casino and restaurant. The 5-star rating is consistent with the positive sentiment expressed.",Copper City Casino & Restaurant,,"['American restaurant', 'Casino', 'Diner', 'Takeout Restaurant']"
Stave & Hoop Speakeasy (21& older),We love this place. Great food and drinks. Cool atmosphere.,Valid,"The review describes a genuine experience at the bar, mentioning food, drinks, and atmosphere which are all relevant to a bar/speakeasy establishment. The 5-star rating is consistent with the positive feedback.",Stave & Hoop Speakeasy (21& older),,['Bar']
Natural Grocers,Good source for organic foods and supplements,Valid,"The review describes a genuine experience with the store's products (organic foods and supplements), which directly relates to the business description and categories. The 5-star rating is consistent with the positive assessment of the store as a 'good source' for these items.",Natural Grocers,"Retail chain focused on natural & organic groceries, supplements, household products & more.","['Grocery store', 'Greengrocer', 'Health food store', 'Natural goods store', 'Organic food store', 'Organic shop', 'Produce market', 'Supermarket', 'Vitamin & supplements store']"
Glacier National Park,"Put this on your bucket list. It was the most majestic place we have been to in a long time. It was our 9th National Park Buy omg was it spectacular. July 2nd and we were still hiking in snow. Hidden lake from Logan’s pass so worth it. Trail of the Cedars was amazing as well. St. Mary’s Falls was a shorter hike for those who wanted to see it but need short distances. Oh my I could go on forever. Go, you will not regret it. Take the shuttle too it helps for your viewing pleasure. Free as well.",Valid,"The review describes a genuine visit to Glacier National Park with specific details about trails (Hidden Lake, Trail of the Cedars, St. Mary's Falls), hiking experiences, and practical advice. The content is highly relevant to the national park category and description, and the 5-star rating aligns with the enthusiastic positive experience described.",Glacier National Park,,['Lodging']
Big Bad Ass Fireworks,Cool wish it was open all year,Valid,"The review expresses a genuine opinion about the fireworks store, wishing it was open year-round, which is relevant to the business category and shows the reviewer has experience with or knowledge of the store's operating schedule.",Big Bad Ass Fireworks,,['Fireworks store']
Clip Joint,"Nice old time barber shop.
Good cuts and low prices - couldn't ask for more.",Valid,"The review describes a genuine experience at the barber shop, mentioning specific aspects like cuts and prices that are directly relevant to the business category and services offered.",Clip Joint,,['Barber shop']
Jimmy John's,Good... fast,Valid,"The review describes a genuine experience at Jimmy John's, mentioning 'Good... fast' which directly relates to the fast food restaurant's service quality and speed, consistent with the business category and the 5-star rating.",Jimmy John's,"Counter-serve chain specializing in sub & club sandwiches, plus signature potato chips.","['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Delivery Restaurant', 'Takeout Restaurant']"
KOBE Steak & Sushi,Great service. Great with kids!!!!!!food was awesome and plenty of it.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning service quality, kid-friendliness, and food quality/quantity. The 5-star rating is consistent with the positive feedback about the restaurant experience.",KOBE Steak & Sushi,,"['Restaurant', 'Grill']"
Bar 3 Bar-B-Q,Love the flavors of my food. I just didn't get enough food for the money. I left still hungry. My suggestion would be to add another side with bigger portions to your sandwiche menu.,Valid,"The review describes a genuine dining experience at the barbecue restaurant, mentioning specific aspects like food flavors, portion sizes, and value for money. The 3-star rating is consistent with the mixed feedback (positive on taste, negative on portion size), and the constructive suggestion shows legitimate engagement with the business.",Bar 3 Bar-B-Q,,"['Barbecue restaurant', 'Brewery', 'Brunch restaurant', 'Restaurant']"
Butte KOA Journey,I love their chicken dinners!,Valid,"The review describes a genuine dining experience at the campground location. Many campgrounds offer food services or have restaurants on-site, making the comment about chicken dinners relevant to the business category and location.",Butte KOA Journey,,"['Campground', 'Camp', 'Lodge', 'RV park']"
Masala,"Quick friendly service. Always plenty of options for meat/veggie or savory/spicy/sweet. Great home cooked type food served in a giant bowl at an affordable price. Never get tired of eating here. Love the paneer cheese dishes, spicy chutneys, and pickled veg!",Valid,"The review describes a genuine dining experience at an Indian restaurant, with specific details about the food (paneer cheese dishes, spicy chutneys, pickled vegetables), service quality, and pricing. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the restaurant's Indian cuisine category and description.",Masala,Relaxed spot for Indian dishes prepared with organic local ingredients in an open kitchen.,['Indian restaurant']
Turner Farms,Such a wonderful place! They work with the local schools to help children experience their farm. They have a small store with great food. The homemade jelly is to die for! Please support this farm!,Valid,"The review describes a genuine experience at Turner Farms, mentioning specific aspects like working with local schools, having a store with food, and homemade jelly. The content is directly relevant to a farm business and the 5-star rating is consistent with the positive experience described.",Turner Farms,,['Farm']
Treeline Village Apartments,"Very nice, grounds are well kept and the playground is nice and not on the road. Pet friendly!",Valid,"The review provides a genuine evaluation of the apartment complex, mentioning specific aspects like well-kept grounds, playground safety, and pet-friendliness. The 5-star rating is consistent with the positive feedback about the property.",Treeline Village Apartments,,['Apartment complex']
Cold Smoke Coffeehouse Llc,Best chai in town!,Valid,"The review provides a genuine positive opinion about the chai at a cafe, which is directly relevant to the business category and typical offerings of a coffeehouse.",Cold Smoke Coffeehouse Llc,,['Cafe']
Kim's Marina & Resort,This was a great little store and the girl Woking was so helpful,Valid,"The review describes a genuine experience at the location, mentioning the store and helpful staff member. The 5-star rating aligns with the positive feedback about the service quality.",Kim's Marina & Resort,,"['RV park', 'Park']"
WinCo Foods,"Love the bulk food section, and the dog supplies are awesome!",Valid,"The review describes a genuine shopping experience at WinCo Foods, mentioning specific sections (bulk food and dog supplies) that are relevant to a supermarket/grocery store, and the 5-star rating is consistent with the positive feedback.",WinCo Foods,"Employee-owned 24/7 supermarket chain with discounted groceries & bulk foods, plus a deli & bakery.",['Grocery store']
Hanser's,I had very good dealing with them . If I have some problems in the future with my car I would back them. This the transmission they installed in my car.,Valid,"The review describes a genuine experience with the business, mentioning a transmission installation service which aligns with the business categories (transmission shop, auto repair shop). The 5-star rating is consistent with the positive experience described.",Hanser's,,"['Towing service', 'Auto parts store', 'Auto repair shop', 'Salvage yard', 'Transmission shop']"
John Henry's Restaurant,"Had the lunch special of a chicken sandwich, and it was good.",Valid,"The review describes a genuine dining experience at the restaurant, mentioning a specific menu item (chicken sandwich from lunch special) with an appropriate assessment, and the 3-star rating is consistent with the 'good' evaluation.",John Henry's Restaurant,,"['American restaurant', 'Casino', 'Family restaurant']"
Hide and Sole,Great high quality shoes,Valid,"The review describes a genuine experience with the shoe store's products, praising the quality of shoes which directly relates to the business's shoe store category and description of carrying high-quality footwear. The 5-star rating is consistent with the positive feedback.",Hide and Sole,Enduring boutique carrying brand-name outdoor footwear & high-quality leather supplies.,"['Shoe store', 'Leather goods store', 'Leather goods supplier']"
Sleeping Buffalo Hot Springs,Dive.,Irrelevant,"The review consists of only one word 'Dive.' which is extremely short and vague. The word 'dive' does not relate to the business description, category (Spring), or the nature of a hot springs facility. Combined with the extreme 1-star rating and lack of any context about the actual hot springs experience, this appears to be irrelevant content.",Sleeping Buffalo Hot Springs,,['Spring']
Local Kitchen & Bar,"Great food, ok service",Valid,"The review provides a genuine assessment of the restaurant experience, commenting on both food quality and service, which are directly relevant to the dining establishment. The 5-star rating aligns with the positive food feedback.",Local Kitchen & Bar,"Warm, industrial-meets-wood-hued eatery serving elevated, locally-sourced comfort fare & cocktails.","['Fine dining restaurant', 'American restaurant', 'Gastropub', 'Pizza Takeout']"
Habitat For Humanity ReStore,"Always a joy to wander around and see what's new since last time. They process a lot of inventory, so it's a fairly new experience every time. If you can find what you're looking for, you will pay pennies on the dollar",Valid,"The review describes a genuine shopping experience at Habitat For Humanity ReStore, mentioning specific aspects like inventory turnover, pricing, and the browsing experience. The 5-star rating is consistent with the positive tone, and the content is directly relevant to this type of retail/non-profit organization.",Habitat For Humanity ReStore,,"['Social services organization', 'Non-profit organization']"
Frenchtown Pond State Park,Fun place overall! Clean and beautiful to fish however haven't caught anything yet but hopefully someday. Keepers are so friendly,Valid,"The review describes a genuine experience at the state park, mentioning specific activities like fishing that align with the park's offerings. The reviewer shares their experience with the cleanliness, beauty, fishing attempts, and friendly staff, which are all relevant to this recreation area.",Frenchtown Pond State Park,"Recreation area around a small lake offering fishing, swimming, picnic areas & walking trails.","['State park', 'Park', 'Tourist attraction']"
Amy's Morning Perk,"Delicious coffee and a cute little shop. Limited lunch menje, but still good!",Valid,"The review describes a genuine experience at the coffee shop, mentioning the coffee quality, shop atmosphere, and lunch menu options. The 4-star rating is consistent with the positive feedback about the coffee and shop while acknowledging the limited lunch menu.",Amy's Morning Perk,,['Coffee shop']
