Business: Haci'nin Yeri - Yigit Lokantasi | Author: Gulsum Akar | Rating: 5 | Category: taste | Comment: We went to Marmaris with my wife for a holiday. We chose this restaurant as a place for dinner based on the reviews and because we wanted juicy food. When we first went there was a serious queue. You proceed by taking the food you want in the form of an open buffet. Both vegetable dishes and meat dishes were plentiful. There was also dessert for those who wanted it. After you get what you want you pay at the cashier. They don't go through cards they work in cash. There was a lot of food variety. And the food prices were unbelievably cheap. We paid only 84 TL for all the meals here. It included buttermilk and bread. But unfortunately I can't say it's too clean as a place..,reasonable_comment
Business: Sanukiya | Author: Ashley Hsu | Rating: 3 | Category: taste | Comment: The set composition was good! Chicken egg rice and karaage were delicious. Many Koreans come here for udon. Waiters are friendly and service is fast!,reasonable_comment
Business: Sanukiya | Author: Aaron Kson | Rating: 4 | Category: indoor_atmosphere | Comment: Lovely and delicious..,reasonable_comment
Business: Sanukiya | Author: Noah Bread | Rating: 4 | Category: outdoor_atmosphere | Comment: 5-10 min walk from the Louvre (depending on which side you come from). I ate really delicious things. I would definitely recommend.,reasonable_comment
Business: Sanukiya | Author: Marine Mizu | Rating: 5 | Category: menu | Comment: The best udon restaurant in the capital! Few tables however; making a lot of waiting at peak times.,reasonable_comment
Business: Sanukiya | Author: Arthur Jonathan | Rating: 5 | Category: taste | Comment: The queue was not that long fortunately! The staffs were all very kind and welcoming. The food was amazing! The udon was the hero; it was very flavorful & juicy!,reasonable_comment
Business: Sanukiya | Author: Marie Batani | Rating: 4 | Category: indoor_atmosphere | Comment: There were few tables and chairs inside.,reasonable_comment
Business: Sanukiya | Author: Augustine Diamond | Rating: 4 | Category: menu | Comment: Best udon in Paris. Well Korean celebrities visits it too. Just a little bit crowded.,reasonable_comment
"Business: Sanukiya | Author: Birkan Haydar | Rating: 5 | Category: outdoor_atmosphere | Comment: As an udon restaurant close to the Louvre; it tastes just as good. There's quite a line at lunch, but your turn comes quickly.",reasonable_comment
Business: Sanukiya | Author: Michael Lam | Rating: 5 | Category: taste | Comment: The tempura here is amazing.,reasonable_comment
Business: KFC | Author: Alev Oksay | Rating: 4 | Category: indoor_atmosphere | Comment: Fast food restourant with a nice view. Staff are also friendly; mostly frequented by tourists.,reasonable_comment
Business: KFC | Author: Yusuf Kirma | Rating: 1 | Category: outdoor_atmosphere | Comment: Very very bad food and very bad service 0/10.,reasonable_comment
Business: KFC | Author: Pinar Atici | Rating: 3 | Category: taste | Comment: A very small hamburger. I can say that there are places where you can eat bigger and delicious hamburger menus for cheaper. The place is very busy and small. Finding a place to sit is a miracle.,reasonable_comment
Business: KFC | Author: Serkan Yilmaz | Rating: 4 | Category: menu | Comment: Classic KFC.,reasonable_comment
Business: KFC | Author: Gilbert Sullivan | Rating: 5 | Category: indoor_atmosphere | Comment: I love fried chicken; I love KFC.,reasonable_comment
Business: KFC | Author: Anil Senyurt | Rating: 3 | Category: indoor_atmosphere | Comment: The menu I ordered was served hot; I ate it with my mouth and it was really perfect. But the place is very small and full to the brim. There is no place to sit.,reasonable_comment
Business: KFC | Author: Rabia Ozturk | Rating: 5 | Category: outdoor_atmosphere | Comment: It was delicious!,reasonable_comment
Business: KFC | Author: Resit Cardak | Rating: 4 | Category: taste | Comment: The chickens are very nice and tasty; I will not say the same for the hamburger.,reasonable_comment
Business: KFC | Author: Hilal Keser | Rating: 1 | Category: menu | Comment: Not friendly; zero customer service. Pretty disappointing. Limited ketchup sauce only two per customer..,reasonable_comment
Business: KFC | Author: Irfan Ahmet | Rating: 1 | Category: outdoor_atmosphere | Comment: They applied extra price because we were tourists; they tried to defraud us officially.,rants
"Business: KFC | Author: Fatma Zullu | Rating: 5 | Category: taste | Comment: The place is very nice; I think, the food was fresh and good; one of my favorite places.",reasonable_comment
Business: Kruvasan | Author: Beste Yalcin | Rating: 4 | Category: menu | Comment: I ate a lot of croissants; but this was the best quality beautiful croissant I've ever eaten in my life. Crispy on the outside; with lots of butter on the inside; the smell was amazing.,reasonable_comment
Business: Kruvasan | Author: Sila Gezgin | Rating: 4 | Category: indoor_atmosphere | Comment: The place was crowded when we first went. We preferred chocolate croissants. It was fresh and beautiful.,reasonable_comment
Business: Kruvasan | Author: Furkan Isik | Rating: 4 | Category: taste | Comment: Three of us went and had Avocado & Poached Eggs; Sausage Scrambled Eggs; Mushroom Scrambled Egg Croissant. I didn't like the avocado croissant because I don't like avocados.,reasonable_comment
Business: Kruvasan | Author: Nurican Yegenoglu | Rating: 5 | Category: outdoor_atmosphere | Comment: It's a very enjoyable place. The croissants are amazing! The butter feels very good in mouth; it is crunchy. Salty and sweet; they're all great.,reasonable_comment
Business: Kruvasan | Author: Ali Cakir | Rating: 5 | Category: indoor_atmosphere | Comment: I recommend..,reasonable_comment
Business: Kruvasan | Author: Ayse Simge | Rating: 5 | Category: taste | Comment: Wonderful. The amount of butter used in the croissant was so good that it never lost its taste and crunch. The coffee was fresh and of good quality.,reasonable_comment
Business: Kruvasan | Author: Ahmet Cobanoglu | Rating: 5 | Category: menu | Comment: Cheesecakes are a price / performance product; if they have it; you have to try it immediately. The teas were also very good.,reasonable_comment
Business: Kruvasan | Author: Berker Gul | Rating: 3 | Category: outdoor_atmosphere | Comment: It was too busy for a Monday. We waited 45 minutes.,reasonable_comment
Business: Kruvasan | Author: Melih Ser | Rating: 4 | Category: indoor_atmosphere | Comment: The waiters were indifferent; I was not satisfied.,reasonable_comment
Business: Kruvasan | Author: Meryem Guven | Rating: 4 | Category: taste | Comment: The croissants were delicious but tasted a bit bitter due to overcooking. The croissant with adjika was excellent. But we waited a long time,reasonable_comment
Business: Kruvasan | Author: Mesut Mutlu | Rating: 3 | Category: menu | Comment: You wait in line for 20-50 minutes when you leave. Eating the poached egg croissant left a strange feeling in the mouth. Egg with mushrooms was unsalted.,reasonable_comment
Business: Midyeci Ahmet | Author: Gulsum Kirec | Rating: 4 | Category: outdoor_atmosphere | Comment: Each mussel costs 7 liras. The place is big can sit inside and outside. There is a Bosphorus view in the place.,reasonable_comment
Business: Midyeci Ahmet | Author: Guhur Gursan | Rating: 5 | Category: taste | Comment: The kokorec and sauced mussels of this branch next to the sea are quite good.,reasonable_comment
"Business: Midyeci Ahmet | Author: Mehmet Cavdaroglu | Rating: 5 | Category: indoor_atmosphere | Comment: In a word, super. No need for expensive places. Very tasty; very clean. You can sit at the tables overlooking the Bosphorus and have a pleasant and reasonably priced meal. The staff is very caring.",reasonable_comment
Business: Midyeci Ahmet | Author: Ozge Saglam | Rating: 3 | Category: menu | Comment: Expensive.,reasonable_comment
Business: Midyeci Ahmet | Author: Mustafa Pektas | Rating: 4 | Category: taste | Comment: Not too good; not too bad either.,reasonable_comment
Business: Midyeci Ahmet | Author: Eray Akkus | Rating: 1 | Category: outdoor_atmosphere | Comment: 10 mussels + half a kokorec is 240TL. Also; the place smells like toilet.,reasonable_comment
Business: Midyeci Ahmet | Author: Rifat Ozbek | Rating: 5 | Category: indoor_atmosphere | Comment: I had the chance to try classic mussels and mussels with sauce. Both were beautiful. Kokorec was also good.,reasonable_comment
Business: Midyeci Ahmet | Author: Turan Yazici | Rating: 4 | Category: menu | Comment: Prices are a little bit high but tastes are nice.,reasonable_comment
Business: Midyeci Ahmet | Author: Ahmet Aktas | Rating: 5 | Category: indoor_atmosphere | Comment: In a word; it is magnificent; this is the heart of mussels in Istanbul. Atom kokoreç must be tasted. The mussels with sauce are another good one..,reasonable_comment
Business: Midyeci Ahmet | Author: Murat Yazicioglu | Rating: 1 | Category: taste | Comment: Taste has deteriorated compared to the past. I guess it's because he's famous. I do not recommend; you can eat betters in other restourants.,reasonable_comment
Business: Midyeci Ahmet | Author: Ayhan Unlu | Rating: 5 | Category: outdoor_atmosphere | Comment: Magnificent view and legendary taste; and kokorec is also very good; I recommend it to everyone.,reasonable_comment
"Business: Kalkanoglu Pilav | Author: Burak Aygordu | Rating: 5 | Category: indoor_atmosphere | Comment: If you go to Trabzon, it is a place you should definitely visit. I knew it was a historical rice cooker; and it tasted great.",reasonable_comment
Business: Kalkanoglu Pilav | Author: Yagmur Akyol | Rating: 4 | Category: taste | Comment: Rice and roast are delicious! The inside can be visited like a museum; the employees are friendly. It's a bit pricey though; bring cash with you.,reasonable_comment
Business: Kalkanoglu Pilav | Author: Eren Demir | Rating: 3 | Category: outdoor_atmosphere | Comment: The rice was very oily but the roast was delicious. We paid 450₺ for 3 people. Prices are a little high.,reasonable_comment
Business: Kalkanoglu Pilav | Author: Abdullah Hergul | Rating: 4 | Category: menu | Comment: Dishes were really expensive.,reasonable_comment
Business: Kalkanoglu Pilav | Author: Meltem Sari | Rating: 5 | Category: indoor_atmosphere | Comment: It's just perfect; there is nothing to say.,reasonable_comment
Business: Kalkanoglu Pilav | Author: Hasan Gemicioglu | Rating: 5 | Category: taste | Comment: A very authentic place; its roasted meat and bean on the rice is legendary… 1 portion is enough.. The taste of the compote they serve is indispensable…,reasonable_comment
Business: Kalkanoglu Pilav | Author: Faruk Gor | Rating: 4 | Category: taste | Comment: 2 roasted meat on rice + a ayran and a compote; a total of :220 It was nice that it was better roasted than rice.,reasonable_comment
Business: Kalkanoglu Pilav | Author: Omer Kucuk | Rating: 4 | Category: outdoor_atmosphere | Comment: I tried it after the positive reviews. Its rice and compote are nice. However; there are places in the Black Sea where I ate better roast beef. It's not a place I can say you should try. Prices are reasonable. The place is nice; the service was good.,reasonable_comment
Business: Kalkanoglu Pilav | Author: Bekir Sucu | Rating: 5 | Category: indoor_atmosphere | Comment: I have never eaten such delicious roasted rice anywhere. Service presentation and environment was very very nice.,reasonable_comment
Business: Kalkanoglu Pilav | Author: Sebnem Yilmaz | Rating: 3 | Category: menu | Comment: My order arrived late and cold. Prices were high.,reasonable_comment
Business: Kalkanoglu Pilav | Author: Enver Cirpici | Rating: 5 | Category: outdoor_atmosphere | Comment: An incredibly beautiful atmosphere with its historical texture and story. We preferred Roasted Meat on the Rice; it was delicious. Portions are very filling.,reasonable_comment
Business: Monica Kitchen | Author: Sena Akcay | Rating: 5 | Category: taste | Comment: This is a place we always go for peri peri burger and crispy ravioli. Thanks for the treats.,reasonable_comment
Business: Monica Kitchen | Author: Emre Guney | Rating: 2 | Category: menu | Comment: We ordered the Cream Croissant. The chocolate was bitter and too liquid; I think it would be better if Nutella was applied. It was not a dessert worth the price. (145₺). They also forgot the tea I ordered.,reasonable_comment
Business: Monica Kitchen | Author: Murat Ozyurt | Rating: 3 | Category: indoor_atmosphere | Comment: It is much better decorated and the quality has been improved considerably. When you enter; a very pleasant cafe atmosphere and ambiance welcomes you. I recommend sitting close to the wood stove. We ordered breakfast and were satisfied. Toilets were very; very dirty.,reasonable_comment
Business: Monica Kitchen | Author: Arife Yalcinkaya | Rating: 4 | Category: outdoor_atmosphere | Comment: I drank Turkish coffee; it was good.,reasonable_comment
Business: Monica Kitchen | Author: Dilara Azak | Rating: 4 | Category: taste | Comment: The products were delicious; the atmosphere was nice. Prices are reasonable; service needs improvement.,reasonable_comment
Business: Monica Kitchen | Author: Huseyin Donmez | Rating: 5 | Category: outdoor_atmosphere | Comment: Great viewed restourant.,reasonable_comment
Business: Monica Kitchen | Author: Selen Badem | Rating: 5 | Category: menu | Comment: I really liked the atmosphere. The breakfast was very good and worth the price. It is not very expensive; but it is not very affordable either; I think there are ideal prices. Desserts were also excellent.,reasonable_comment
Business: Monica Kitchen | Author: Seda Seven | Rating: 4 | Category: indoor_atmosphere | Comment: They are not good in hygiene; portions are big; taste is good; prices are above average.. View is good.,reasonable_comment
Business: Monica Kitchen | Author: Fahrettin Kir | Rating: 3 | Category: outdoor_atmosphere | Comment: Slow service; average taste.,reasonable_comment
Business: Monica Kitchen | Author: Cem Yarimbas | Rating: 5 | Category: taste | Comment: In short; the plates brought to you are no different from the ones on the menu. Pizza is definitely in the top three I've ever eaten.,reasonable_comment
Business: Monica Kitchen | Author: Huseyin Demirel | Rating: 4 | Category: indoor_atmosphere | Comment: It's a nice cafe. A little curly haired busboy there was very kind to us. The service was nice.,reasonable_comment
Business: Sevinc Pastanesi | Author: Metehan Salih | Rating: 4 | Category: outdoor_atmosphere | Comment: We came across the Pavlova dish; it was delicious. Their fruit pasta wasn't bad either; but the kids really liked it. The staff is very caring and helpful.,reasonable_comment
Business: Sevinc Pastanesi | Author: Atahan Nuhoglu | Rating: 4 | Category: taste | Comment: Izmir bomb was nice. The ice cream tasted like milk (not goat's milk) that I was not used to; but it didn't bother me.,reasonable_comment
Business: Sevinc Pastanesi | Author: Savas Caner | Rating: 4 | Category: menu | Comment: I am attaching the photos I could take about the menu and its prices. Overall it wasn't bad.,reasonable_comment
Business: Sevinc Pastanesi | Author: Murat Seven | Rating: 2 | Category: indoor_atmosphere | Comment: Although it is a classic; its products are ordinary. Prices are expensive for the quality.,reasonable_comment
Business: Sevinc Pastanesi | Author: Hamza Mutlu | Rating: 5 | Category: outdoor_atmosphere | Comment: Lemonade and desserts were terrific.,reasonable_comment
Business: Sevinc Pastanesi | Author: Sibel Kaynak | Rating: 5 | Category: taste | Comment: Everything we ordered was excellent especially the Pavlova cake.,reasonable_comment
Business: Sevinc Pastanesi | Author: Seval Bilgin | Rating: 4 | Category: indoor_atmosphere | Comment: Great ambiance.,reasonable_comment
Business: Sevinc Pastanesi | Author: Mehmet Hatip | Rating: 4 | Category: outdoor_atmosphere | Comment: I tried Pavlova but it was not what I expected. But it could also be about my choice.,reasonable_comment
Business: Sevinc Pastanesi | Author: Betul Uzunoglu | Rating: 2 | Category: taste | Comment: We tried Tripple Berry Cheesecake and Pistachio Ice Cream; Strawberry Ice Cream. It was a complete disappointment for us. Especially the pistachio ice cream was highly praised; we couldn't understand why he was bragging.,reasonable_comment
Business: Sevinc Pastanesi | Author: Cenk Basbolat | Rating: 5 | Category: menu | Comment: Menu was like that. Average business.,reasonable_comment
Business: Sevinc Pastanesi | Author: Ian Hooker | Rating: 5 | Category: indoor_atmosphere | Comment: Prices too high Turkish coffee 42.5TL Salty cookies weak.,reasonable_comment
Business: Hasan Usta | Author: Ali Cebeci | Rating: 5 | Category: outdoor_atmosphere | Comment: Spacious; clean and comfortable place. Employees concerned. We didn't wait long for the order. It was one of the best lahmacun I've ever eaten. Prices are affordable.,reasonable_comment
Business: Hasan Usta | Author: Burak Gelen | Rating: 3 | Category: menu | Comment: It is a place that can be preferred for taste; but the appetizer variety is very weak. The toilets smelled.,reasonable_comment
Business: Hasan Usta | Author: Ahmet Alas | Rating: 5 | Category: taste | Comment: The food is very delicious. I congratulate the value and sincerity of the employees in their work.,reasonable_comment
Business: Hasan Usta | Author: Bilal Duzenli | Rating: 4 | Category: indoor_atmosphere | Comment: The space is comfortable and spacious. The service is fast; the staff is concerned. There are many types of kebab. We ordered shish shish and Adana; the taste is satisfactory. Prices were like market average.,reasonable_comment
Business: Hasan Usta | Author: Firat Gurcan | Rating: 5 | Category: outdoor_atmosphere | Comment: Taste; hygiene; speed;service were all very good. I went for a late dinner; everything was very good.,reasonable_comment
Business: Hasan Usta | Author: Dilan Karaaslan | Rating: 5 | Category: indoor_atmosphere | Comment: We came from out of town. Kebab and skewers were great; and the strained yogurt appetizer was delicious; we will definitely come to you next visit.,reasonable_comment
Business: Hasan Usta | Author: Yildiz Kapidar | Rating: 5 | Category: taste | Comment: The staff is very interested and fast; the environment is very nice; the food and appetizers are very tasty.,reasonable_comment
Business: Hasan Usta | Author: Ayse Gokoglu | Rating: 4 | Category: indoor_atmosphere | Comment: I liked the kebab and salad; but I can't say the same for their appetizers. It was less in variety; unfortunately; it was unpleasant for those who came. The ambiance was great.,reasonable_comment
Business: Hasan Usta | Author: Ferhat Karatay | Rating: 5 | Category: menu | Comment: It's delicious and the prices are reasonable. The appetizers are very filling and satisfying.,reasonable_comment
Business: Hasan Usta | Author: Metehan Karahan | Rating: 3 | Category: menu | Comment: We were satisfied with the food; but the toilets are very dirty; I am deducting points from this issue.,reasonable_comment
Business: Hasan Usta | Author: Ahmet Demirci | Rating: 4 | Category: taste | Comment: Three Portions of Adana Kebab on one skewer and 3 drinks for 106 TL. My expectation was higher in terms of taste; but I cannot say that I could fully find this expectation. But the side dishes were not bad.,reasonable_comment
Business: Magro | Author: Fatma Yardim | Rating: 5 | Category: indoor_atmosphere | Comment: Highly recommend for a different and delicious experience. Being on the beach is very good as a place. Toilets are clean. No bad odor or irritating.,reasonable_comment
Business: Magro | Author: Selda Can | Rating: 5 | Category: outdoor_atmosphere | Comment: Everything really appeals to both the eyes and the stomach. They have an incredibly beautiful and varied menu. Prices are reasonable according to the taste; quality and satiety of the menu.,reasonable_comment
Business: Magro | Author: Kardelen Acar | Rating: 5 | Category: taste | Comment: Every meal is a source of happiness at Magro. This time we tried chicken with almond sauce and Mac and cheese bolognese; it was delicious. Portions are very filling and very reasonable for the price.,reasonable_comment
Business: Magro | Author: Alper Yildirim | Rating: 2 | Category: menu | Comment: Magro is a really nice place in terms of design. I ate chicken broth soup; tomato soup; magro burger and grilled sea bass. Presentation; portion and taste are good. However; it is very expensive.Service sucks.,reasonable_comment
Business: Magro | Author: Burak Cam | Rating: 4 | Category: outdoor_atmosphere | Comment: Unique in Alsancak Kordon.. Good food; especially chicken wrap is awesome.,reasonable_comment
Business: Magro | Author: Sibel Kadirli | Rating: 3 | Category: taste | Comment: It is a classical home breakfast; so it is expensive for home breakfast.,reasonable_comment
Business: Magro | Author: Haluk Suter | Rating: 1 | Category: indoor_atmosphere | Comment: Bad breakfast experince for me.,reasonable_comment
Business: Magro | Author: Fatih Sarac | Rating: 5 | Category: menu | Comment: Everything I ate that in a super menu; was very good. I recommend this place to everyone.,reasonable_comment
Business: Magro | Author: Nils Reinke | Rating: 5 | Category: indoor_atmosphere | Comment: Great service; great food; everything is great!,reasonable_comment
Business: Magro | Author: Nevin Gultepe | Rating: 5 | Category: taste | Comment: Nice and beautiful place. The breakfast spread was hearty and good. Prices are normal.,reasonable_comment
Business: Magro | Author: Mustafa Acar | Rating: 4 | Category: outdoor_atmosphere | Comment: Margarita pizza is pretty good. The atmosphere is also nice. Toilets are very clean.,reasonable_comment
Business: Duveroglu | Author: Saliha Senyildiz | Rating: 5 | Category: indoor_atmosphere | Comment: We came here for the first time; we just tried the doner; it was good; the treats were not bad; the staff was very interested.,reasonable_comment
Business: Duveroglu | Author: Adil Korkmaz | Rating: 3 | Category: taste | Comment: Lahmacun tasted good and was filling. Some of the ingredients used in the salad started to deteriorate.,reasonable_comment
Business: Duveroglu | Author: Aylin Saglam | Rating: 3 | Category: menu | Comment: They've updated the prices and it's as if they have reduced the portions. It is irritating that the edges of the plates are broken.,reasonable_comment
Business: Duveroglu | Author: Cihan Kures | Rating: 5 | Category: outdoor_atmosphere | Comment: Liked.,reasonable_comment
Business: Duveroglu | Author: Murat Cihanoglu | Rating: 3 | Category: taste | Comment: I didn't like Iskender; the meat was not of good quality.,reasonable_comment
Business: Duveroglu | Author: Cigdem Karakaya | Rating: 3 | Category: indoor_atmosphere | Comment: Even though it's not as good as it used to be; it's still my choice. I would be more satisfied if they boiled the stuffed meatballs.,reasonable_comment
Business: Duveroglu | Author: Can Akkaynak | Rating: 4 | Category: menu | Comment: Good in general. Quality for Kızılay and its surroundings. Lahmacun doesn't taste old...,reasonable_comment
Business: Duveroglu | Author: Berkan Serin | Rating: 5 | Category: indoor_atmosphere | Comment: I go here for the lahmacun; I haven't tried their other dishes; but the lahmacun is very good.,reasonable_comment
Business: Duveroglu | Author: Ali Tavus | Rating: 4 | Category: outdoor_atmosphere | Comment: I eat it by putting adana kebab in between the lahmacun. Legend is delicious; try it!,reasonable_comment
Business: Duveroglu | Author: Talip Tarhan | Rating: 5 | Category: indoor_atmosphere | Comment: Service is good. Lahmacun was delicious.,reasonable_comment
Business: Duveroglu | Author: Richard Drew | Rating: 4 | Category: taste | Comment: Turkish meat doner was good; liked.,reasonable_comment
"Business: Rumeli Iskembecisi | Author: Ozgur Akbiyik | Rating: 5 | Category: outdoor_atmosphere | Comment: Service, respect, taste literally 10/10.",reasonable_comment
Business: Rumeli Iskembecisi | Author: Kaan Dogu | Rating: 4 | Category: indoor_atmosphere | Comment: Definitely a good tripe soup; but I've had much better ones. Very clean place; prices are a bit expensive.,reasonable_comment
Business: Rumeli Iskembecisi | Author: Mehmet Durmaz | Rating: 3 | Category: taste | Comment: In terms of taste; I can't say it's too good because we drink much better ones. As a business performance; even bread is sold for money alongside soup.,reasonable_comment
Business: Rumeli Iskembecisi | Author: Buket Aydin | Rating: 3 | Category: menu | Comment: Portion is enough; taste is average; but unfortunately there is no hygiene. We sat in the garden but there was a heavy smell in the environment.,reasonable_comment
Business: Rumeli Iskembecisi | Author: Efe Arslan | Rating: 4 | Category: outdoor_atmosphere | Comment: I found the trotter soup I was looking for; it was very nice; thank you. Employees are not friendly.,reasonable_comment
Business: Rumeli Iskembecisi | Author: Abu Ahmet | Rating: 5 | Category: indoor_atmosphere | Comment: The trotter soup I drank here is among the top 3 soups I've had in my life. The food of the place is very delicious; the service is impeccable.,reasonable_comment
Business: Rumeli Iskembecisi | Author: Emre Yildirim | Rating: 5 | Category: taste | Comment: The taste is excellent; the portion size is good; the price is a bit expensive.,reasonable_comment
Business: Rumeli Iskembecisi | Author: Adil Kucukaga | Rating: 5 | Category: outdoor_atmosphere | Comment: Amazing!,reasonable_comment
Business: Rumeli Iskembecisi | Author: Rahmi Aydin | Rating: 4 | Category: menu | Comment: The business demands money from everything; no treats!,reasonable_comment
Business: Rumeli Iskembecisi | Author: Ozcan Oner | Rating: 4 | Category: indoor_atmosphere | Comment: Ankara's oldest and most beautiful soup restourant. Soups with very good hygiene can be eaten and drunk with peace of mind. Service is fast. Prices are a little high.,reasonable_comment
Business: Rumeli Iskembecisi | Author: Serdar Sezgin | Rating: 4 | Category: taste | Comment: Clean and decent place. I think it would be better if the soup was hot and fresh if there were bread facilities that came with it.,reasonable_comment
Business: Ege Vera | Author: Enis Kurtlu | Rating: 3 | Category: outdoor_atmosphere | Comment: The environment is clean and nice. The taste of the food was not bad either.,reasonable_comment
Business: Ege Vera | Author: Barbaros Uzun | Rating: 5 | Category: indoor_atmosphere | Comment: I tried almost all of the dishes and they are very delicious; but the mushroom saute was a little oily; other than that; everything was delicious and good.. the staff were friendly and very kind.,reasonable_comment
Business: Ege Vera | Author: Seda Aksu | Rating: 3 | Category: menu | Comment: The service is good; the employees are concerned and smiling. Food is fresh delicious. I didn't like the Lahmacun very much.,reasonable_comment
Business: Ege Vera | Author: Fatih Tuysuz | Rating: 5 | Category: taste | Comment: Portions are big. The flavors are nice. Service is fast. Prices are normal. I recommend.,reasonable_comment
Business: Ege Vera | Author: Mehmet Eser | Rating: 4 | Category: outdoor_atmosphere | Comment: A successful business. It's pretty good in food. Prices could be a little more reasonable.,reasonable_comment
Business: Ege Vera | Author: Saliha Senyildiz | Rating: 5 | Category: indoor_atmosphere | Comment: The ingredients used in the dishes were of very high quality. Really clean; decent and beautiful place.,reasonable_comment
Business: Ege Vera | Author: Mavise Dundar | Rating: 4 | Category: indoor_atmosphere | Comment: The prices are reasonable and the food is delicious... The service staff is very caring and attentive...,reasonable_comment
Business: Ege Vera | Author: Tahir Gunal | Rating: 1 | Category: menu | Comment: Don't be fooled by the menus seen in the pictures. It seems less and smaller. I did not like the business; I do not recommend.,reasonable_comment
Business: Ege Vera | Author: Fuat Kaynak | Rating: 5 | Category: taste | Comment: Covered doner kebab pita is also really delicious in lahmacun with cubed cheddar... The attention and care of the employees is extraordinary.,reasonable_comment
Business: Ege Vera | Author: Ismail Susuz | Rating: 5 | Category: outdoor_atmosphere | Comment: A delicious and clean place.,reasonable_comment
Business: Ege Vera | Author: Mehmet Hakim | Rating: 1 | Category: taste | Comment: Reviews are misleading; I definitely do not recommend. Too bad.,rants
Business: Antakya Mutfagi | Author: Fatih Arslan | Rating: 5 | Category: indoor_atmosphere | Comment: Meals were prepared neatly and cleanly. It was a pleasant dining experience in a decent place. Thank you very much.,reasonable_comment
Business: Antakya Mutfagi | Author: Buket Ozkan | Rating: 5 | Category: taste | Comment: The appetizer plates were very nice; we were very pleased that we went. We ordered 6 types of appetizers; lahmacun and stuffed meatballs. For dessert; we ordered burma kadayif and künefe.,reasonable_comment
Business: Antakya Mutfagi | Author: Guven Serengil | Rating: 3 | Category: menu | Comment: The taste of the food was good; but the prices were high according to the portion. Waiters tend to take the plate as soon as they eat; so people cannot reach the satisfaction of eating.,reasonable_comment
Business: Antakya Mutfagi | Author: Serkan Ozdemir | Rating: 4 | Category: outdoor_atmosphere | Comment: I ate lahmacun; so it was good.,reasonable_comment
Business: Antakya Mutfagi | Author: Cagdas Karsan | Rating: 4 | Category: indoor_atmosphere | Comment: The service is fast; the employees know the region and the cuisine well. Their lahmacun is very small in portion; the size of a hazelnut lahmacun.,reasonable_comment
Business: Antakya Mutfagi | Author: Ali Erdogan | Rating: 5 | Category: taste | Comment: Thank you very much for bringing the flavors of Antakya here.,reasonable_comment
Business: Antakya Mutfagi | Author: Erdan Acikgoz | Rating: 5 | Category: outdoor_atmosphere | Comment: Nice atmosphere!,reasonable_comment
Business: Antakya Mutfagi | Author: Mihriban Ozgur | Rating: 5 | Category: menu | Comment: The prices are reasonable; the employees are concerned and polite; the flavors are good.,reasonable_comment
Business: Antakya Mutfagi | Author: Jason Pietroski | Rating: 4 | Category: indoor_atmosphere | Comment: Appetizers were good. The size of the lahmacun was good; Even though I ordered spicy; it came painless.,reasonable_comment
Business: Antakya Mutfagi | Author: Alp Oguz | Rating: 4 | Category: taste | Comment: Great dishes!!,reasonable_comment
Business: Antakya Mutfagi | Author: Selim Yilmaz | Rating: 5 | Category: outdoor_atmosphere | Comment: I tried it today. It was a place that I really liked. The appetizers were very good; I got the minced meat kebab; it was very successful. Staff was very attentive and service was fast.,reasonable_comment
Business: Mevlana Lokantasi | Author: Hasan Eryigit | Rating: 3 | Category: taste | Comment: There were burnt livers on the liver skewers; and there were uncooked parts in the chops. Good overall taste. Tripe soup is delicious.,reasonable_comment
Business: Mevlana Lokantasi | Author: Ozgur Gulmez | Rating: 4 | Category: indoor_atmosphere | Comment: It is a historical place. It is one of the oldest and well-known businesses in Antalya. There are delicious soups; home cooked meals; pita kebabs and doner kebabs. Prices are a little expensive.,reasonable_comment
Business: Mevlana Lokantasi | Author: Ceyhun Yuce | Rating: 3 | Category: outdoor_atmosphere | Comment: We went for the tripe soup. I do not recommend; I did not like it; I ate better.,reasonable_comment
Business: Mevlana Lokantasi | Author: Elif Boztas | Rating: 1 | Category: indoor_atmosphere | Comment: The lack of tea in such a high quality and crowded place is a big shortcoming. Waiters didn't care about us.,reasonable_comment
Business: Mevlana Lokantasi | Author: Sevgi Kaya | Rating: 4 | Category: taste | Comment: We can say that trotter soup is good. Rotary medium. Inside the restaurant it was very quiet. The staff is fast.,reasonable_comment
Business: Mevlana Lokantasi | Author: Kubilay Ersoy | Rating: 5 | Category: outdoor_atmosphere | Comment: The ambiance is large and airy. The waiters are attentive and the service is fast. The tomato paste goes well with the trotter. The price is very reasonable.,reasonable_comment
Business: Mevlana Lokantasi | Author: Hakan Tutas | Rating: 4 | Category: indoor_atmosphere | Comment: A nice cozy place. It is easily accessible from all parts of the city. It is very interesting that the restaurant does not have a menu.,reasonable_comment
Business: Mevlana Lokantasi | Author: Alexandra Wedl | Rating: 5 | Category: taste | Comment: Perfect taste; same taste same taste every time I go. It's just that it's very busy; so the employees can't care much and the tea service is closed during the busy time.,reasonable_comment
Business: Mevlana Lokantasi | Author: Janna Asueva | Rating: 4 | Category: taste | Comment: Good place. Meals were good. Service is also good. There is parking in front for cars.,reasonable_comment
Business: Mevlana Lokantasi | Author: Sevgi Karaduman | Rating: 1 | Category: outdoor_atmosphere | Comment: Very bad business. We were removed from the table because it was time for iftar.,reasonable_comment
