business_name,text,predicted_label,prediction_reason
Autre Monde Cafe & Spirits,Limited menu focused on Mediterranean tapas but great food and a small but unique wine list with some  Eastern European wines you won't find elsewhere,Valid,"The review provides a genuine assessment of the restaurant's menu (Mediterranean tapas), food quality, and wine selection, which directly relates to the business description and category. The 5-star rating is consistent with the positive feedback about the food and unique wine offerings."
Rosen Hyundai of Algonquin,"We received amazing customer service from everyone at Rosen Hyundia, but Jared Shaw went above and beyond for us. He really cares about his customers and does what he says. If you are looking for a awesome car and fantastic service go there!",Valid,"The review describes a genuine customer service experience at the Hyundai dealership, specifically mentioning staff member Jared Shaw and recommending the business for car purchases and service. The 5-star rating is consistent with the positive experience described."
Moe's Southwest Grill,"We love Moe's, great prices and tacos",Valid,"The review describes a genuine dining experience at Moe's Southwest Grill, mentioning specific menu items (tacos) that align with the restaurant's category as a Mexican/Southwestern restaurant. The positive sentiment matches the 5-star rating."
Schneider Park,"Pulled over while traveling to take a quick nap when I got tired. Nice big parking area where I could be left alone to stretch out in my car and catch an hour power nap. The only complaint I had was that it was a little close to 267, so I could hear every car that drove by and every semi that hit their jake brake when they misjudged the corner. 8/10, would nap here again.",Valid,"The review describes a genuine experience using the park as a rest area during travel. The reviewer provides specific details about the parking area, location relative to route 267, and noise from traffic, which are all relevant to the park location. The 4-star rating is consistent with the mostly positive experience despite the noise complaint."
Costco,Good quality  and the merchandise  is in good looking,Valid,"The review describes a genuine shopping experience at Costco, commenting on product quality and appearance, which is relevant to the warehouse store's merchandise and consistent with the 5-star rating."
Ulta Beauty,"Amazing. Staff is super friendly and helpful! Today was my first time getting my hair cut here and it was perfect. If you ever need a haircut as for jackleen, she was perfect, and super sweet! She took her time on my hair and actually paid attention to what I wanted.",Valid,"The review describes a genuine experience at Ulta Beauty, specifically mentioning getting a haircut from a staff member named Jackleen. The content is directly relevant to the business's salon services, and the 5-star rating is consistent with the positive experience described."
Chick-fil-A,Good place for chicken,Valid,"The review describes a genuine opinion about the chicken at Chick-fil-A, which is directly relevant to this chicken restaurant. The 3-star rating and brief positive comment 'Good place for chicken' align with the business category and description."
Birrieria Patinos Ocotlan,"Thought I'd be more impressed, but it didn't taste authentic. I cook my own and it's so much better than this which is sad because I really wanted to give it 5 stars but I just can't.",Valid,"The review describes a genuine dining experience at the Mexican restaurant, expressing disappointment with the food's authenticity and taste. The reviewer compares it to their own cooking and explains why they gave 3 stars instead of 5, which is relevant feedback for a restaurant."
Walmart Supercenter,"(Translated by Google) The Walmart is fine because you find what you need

(Original)
La Walmart está bien porqué incuentras lo que nesecitas",Valid,"The review describes a genuine shopping experience at Walmart, stating that you can find what you need there. The 4-star rating is consistent with the positive assessment, and the content is directly relevant to the department store's services and inventory."
Washington Square Park,It's a beautiful little space that's a nice place to sit down and escape from the city for a bit.,Valid,"The review describes a genuine experience at the park, mentioning it as a beautiful space to sit and escape from the city. The 4-star rating is consistent with the positive description, and the content is directly relevant to the park's purpose as described in the category and description."
Miller's Tap & Liquor Store,2 dollar pbr all day every day,Valid,"The review mentions PBR (Pabst Blue Ribbon beer) pricing, which is directly relevant to a bar and liquor store. The 5-star rating and positive tone about the pricing indicates a genuine customer experience."
Andy's Frozen Custard,"Always great,  love the strawberry sunday!!",Valid,"The review describes a genuine positive experience with a specific menu item (strawberry sundae) at an ice cream shop, and the 5-star rating is consistent with the enthusiastic text."
Bilona's Nail Spa,Super easy! Reasonably priced,Valid,"The review provides a genuine assessment of the nail salon experience, mentioning ease of service and pricing, which are relevant aspects for a nail salon. The 4-star rating is consistent with the positive feedback."
Dairy Queen Grill & Chill,Yummy!,Valid,"The review expresses a positive experience ('Yummy!') that is relevant to a food establishment, and the 5-star rating is consistent with the positive sentiment about the food/ice cream."
Olive Garden Italian Restaurant,"My family and I had a great time there, food was amazing and  service was excellent. My server Andrew did a great job so polite, friendly and helpful.",Valid,"The review describes a genuine dining experience at the Italian restaurant, mentioning specific details about food quality, service, and even naming the server (Andrew). The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the restaurant's service and offerings."
L&M Fine Foods,This place has some of the best sandwiches I've ever had! Everyone is always so friendly and helpful. I love that I can call in an order and by the time I walk over it's hot and ready. I'm so excited for Parkside to open.,Valid,"The review describes a genuine experience at the location, mentioning specific services (sandwiches, calling in orders, friendly staff) that are relevant to a grocery store business. The 5-star rating is consistent with the positive experience described."
Allerton Park & Retreat Center,This place is amazing! Very scenic and a gem in central Illinois. It is an experience!,Valid,"The review describes a genuine experience at Allerton Park, praising its scenic beauty and calling it 'a gem in central Illinois.' The positive sentiment aligns with the 5-star rating, and the content is directly relevant to the park's nature as a tourist attraction with scenic grounds."
Native Foods,"Great food, great service.",Valid,"The review provides a genuine assessment of the restaurant experience, praising both food quality and service, which is directly relevant to the vegan restaurant business. The 5-star rating is consistent with the positive feedback."
Langostino's Nayarit,Somthing different.,Irrelevant,"The review text 'Something different' is extremely vague and does not relate to any specific aspect of the Mexican seafood restaurant experience, food quality, service, or atmosphere. The short text lacks any connection to the business description, category, or dining experience."
Condor TV Repair,"Replaced a bad component on my tv fast and TV works perfect, great price... Thank you Condor I'll be back for in the future!",Valid,"The review describes a genuine experience with the TV repair service, mentioning specific details like component replacement, speed of service, pricing, and satisfaction with results. The 5-star rating is consistent with the positive experience described."
Supermercado La Gloria,"(Translated by Google) Very good the staff is very kind

(Original)
Muy bien el persanal es muy amable",Valid,"The review provides a genuine positive experience about the supermarket, praising the staff's kindness. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the grocery store/supermarket business."
Urban Farmhouse,Get the macaroni and cheese for your side. You will not regret it! Chicken and waffles are my favorite entree.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific menu items (macaroni and cheese, chicken and waffles) that are relevant to an American restaurant. The 5-star rating is consistent with the positive recommendation."
Jewel-Osco,Very nice employees.,Valid,"The review provides a genuine assessment of the employees at this grocery store, which is directly relevant to the customer service experience at the location. The 5-star rating is consistent with the positive comment about staff."
Salon David Anthony,Staff was very friendly and helpful.,Valid,"The review describes a genuine experience with the salon staff, which is directly relevant to a beauty salon business. The positive comment about friendly and helpful staff aligns with the 5-star rating and relates to the service experience at this type of establishment."
Walmart Supercenter,I store was a hot mess. People on top of each others. Merchandize all in the isles and at customer service desk. No carts or jacked up carts. Can not find a sales person at all. Lines are super long. I will not return to this location.,Valid,"The review describes a genuine shopping experience at Walmart Supercenter with specific details about store conditions (crowded, merchandise in aisles, lack of carts, long lines, difficulty finding staff). The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the department store/supermarket business."
Portillo's Hot Dogs,"(Translated by Google) Fast and quality food.

(Original)
Comida rápida y de calidad.",Valid,"The review describes a genuine dining experience at the restaurant, praising the fast service and food quality. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to Portillo's as a fast food/hot dog restaurant."
Biela Center,"Early voting a breeze. Hats off to the election people for making voting a fast experience, all the help one could ask for.",Valid,"The review describes a genuine experience with early voting services at the location. While the business is categorized as a senior citizen center, it's common for such community centers to serve as voting locations during elections, making the review relevant to the location's services."
Rally's,Good guys,Valid,"The review 'Good guys' with a 3-star rating appears to be a brief but genuine comment about the staff or service at Rally's fast food restaurant. While short, it relates to the business experience and doesn't violate any moderation policies."
Walt's Pizza & Restaurant,I love Walt's pizza!,Valid,"The review expresses genuine positive sentiment about the pizza at Walt's Pizza & Restaurant, which directly relates to the business name and category (Pizza restaurant). The 5-star rating is consistent with the positive text."
Red Robin Gourmet Burgers and Brews,Food not that great. Expensive,Valid,"The review provides a genuine evaluation of the restaurant experience, commenting on food quality and pricing which are directly relevant to Red Robin as a burger restaurant. The 1-star rating is consistent with the negative feedback about food quality and cost."
Harvest Christian Bookstore,I love this store. You go in for one thing and fine so many others. Love it.,Valid,"The review describes a genuine shopping experience at the Christian bookstore, expressing positive sentiment about discovering multiple items beyond what was originally sought. The 5-star rating is consistent with the positive text content."
Lake Le-Aqua-Na State Park,great trails for a quick day trip.,Valid,"The review describes a genuine experience at the state park, mentioning 'great trails for a quick day trip' which directly relates to the hiking activities mentioned in the park's description. The 5-star rating is consistent with the positive feedback."
Book Nook,"Not particularly friendly staff, but there is a wide selection of books by many authors, covering multiple genres.",Valid,"The review provides a genuine assessment of the bookstore experience, mentioning both staff service and book selection, which are directly relevant to a used book store."
Roots Smoke & Vapor Shop,Always have had a good experience here.,Valid,"The review describes a genuine positive experience at the tobacco/vaporizer shop, and the 5-star rating is consistent with the positive text about having good experiences there."
Old Navy - with Curbside Pickup,I love this store but its always something wrong with their coupons,Valid,"The review describes a genuine experience with the store, specifically mentioning issues with coupons which is relevant to the shopping experience at this clothing retailer. The 4-star rating is consistent with the mixed sentiment (loves the store but has coupon issues)."
Taco Bell,We ordered six burritos we had to go back because they only gave us five.,Valid,The review describes a genuine experience at Taco Bell where the customer received incorrect order quantity (5 burritos instead of 6). This is directly relevant to the restaurant's service and represents a legitimate customer complaint about order accuracy.
Slice Factory - Melrose Park,They have the best 30 inch pizza you've ever had!,Valid,"The review describes a positive experience with the pizza at this pizza restaurant, with a 5-star rating that matches the enthusiastic text about their 30 inch pizza."
Freeburg Ace Hardware,"Went twice this week two people told me they didn't have what i needed
After searching i found the things.  Price was double than big box stores.",Valid,"The review describes a genuine shopping experience at the hardware store, mentioning specific issues with staff assistance and pricing compared to competitors. The 1-star rating is consistent with the negative experience described."
White Castle,Bread was a little soggy but the food was good..!!,Valid,"The review describes a genuine dining experience at White Castle, mentioning specific food quality details (soggy bread, good food overall). The content is directly relevant to the fast-food restaurant and the 3-star rating is consistent with the mixed feedback provided."
Walmart Neighborhood Market,"Nice clean new Grocery Walmart. Brightly lit and inviting. They only have 3 cashiers, it's all about self check out here. Highly recommend their pick up service.",Valid,"The review describes a genuine shopping experience at Walmart Neighborhood Market, mentioning specific details about the store's cleanliness, lighting, checkout options, and pickup service. The content is directly relevant to the supermarket/grocery store categories and the 4-star rating is consistent with the positive feedback."
Kuma's Corner,My favorite is the High on Fire burger.,Valid,The review mentions a specific burger item ('High on Fire burger') which is directly relevant to this bar & grill known for creative burgers. The 5-star rating is consistent with the positive sentiment expressing it as their favorite.
McDonald's,Great fast food,Valid,The review describes a genuine experience at McDonald's with 'Great fast food' which directly relates to the business category of fast food restaurant. The 5-star rating is consistent with the positive sentiment expressed in the text.
Sam's Club,Very organized,Valid,"The review provides a genuine assessment of the shopping experience at Sam's Club. The comment 'Very organized' is directly relevant to the business category 'Shopping mall' and describes a legitimate aspect of the store experience, with a consistent 5-star rating."
D'Arcy Buick Gmc,Great customer service have always been happy with the service I have received,Valid,"The review describes a genuine experience with the dealership's customer service, and the 4-star rating is consistent with the positive feedback about service quality."
AMC Machesney Park 14,It is a great place to go to take the kids to do something special with them.,Valid,"The review describes a genuine experience at a movie theater, mentioning taking kids for a special activity, which is relevant to the business category and purpose. The 5-star rating is consistent with the positive sentiment expressed."
Ross Dress for Less,Very cheap I like that,Valid,"The review describes a genuine shopping experience at Ross Dress for Less, commenting on the affordability which aligns with the business's discount retail model. The 4-star rating is consistent with the positive sentiment about low prices."
Saigon Vietnamese & Chinese Cuisine,Food is freshly made. Good quality,Valid,"The review describes a genuine dining experience at the restaurant, commenting on food quality and freshness, which is directly relevant to the Vietnamese & Chinese restaurant. The 5-star rating is consistent with the positive feedback about the food."
McDonald's,"Horrible service, came here on the 4th of July the place is pretty much empty and took them 20 minutes to give me my order",Valid,"The review describes a genuine dining experience at McDonald's, mentioning specific details like visiting on July 4th, observing the restaurant was empty, and waiting 20 minutes for food. The 1-star rating is consistent with the negative service experience described."
LongHorn Steakhouse,Food is pretty good,Valid,"The review provides a genuine assessment of the food quality at the steakhouse, with a 4-star rating that aligns with the positive but brief comment 'Food is pretty good'."
Tony's Fresh Market,"(Translated by Google) Very clean, tidy and good service

(Original)
Muy limpio,ordenado y buen servicio",Valid,"The review describes a genuine shopping experience at the supermarket, praising cleanliness, organization, and service quality. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to a grocery store/supermarket."
Morse Fresh Market,"Really good variety of fresh produce, excellent meats, special ingredients for recipes of various ethnicities. Shelves are stocked densely but efficiently. Good hrlpful staff and quick checkout. Why go to a huge store and pay more?
Highly recommended.",Valid,"The review provides a genuine and detailed experience about the grocery store, mentioning specific aspects like fresh produce, meats, ingredients, staff helpfulness, and checkout efficiency. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the business description and category as a fresh food market."
Hearty Cafe pancake house,Nice options for vegans.,Valid,"The review is relevant to the breakfast restaurant, commenting on vegan menu options which is appropriate for a pancake house/breakfast establishment. The 4-star rating aligns with the positive sentiment."
Imo's Cafe Lincoln,Friendly service. Prompt service. Good food. Down home meal.,Valid,"The review describes a genuine dining experience with specific aspects like service quality and food, which is directly relevant to a family restaurant. The 5-star rating is consistent with the positive feedback about friendly service, prompt service, and good food."
Chicago Dough Company,My husbands favorite place.,Valid,"The review expresses a positive sentiment about the location being a favorite place, which is relevant to the pizza restaurant. The 5-star rating is consistent with the positive comment, and the text relates to the dining experience at the business."
Clippin At Tee Jays Barber Shop,Reese cuts hair wonderfully. Thank you.,Valid,"The review describes a genuine experience at the barber shop, mentioning a specific barber (Reese) and praising their hair cutting service, which is directly relevant to the business category and name. The 5-star rating is consistent with the positive feedback."
Culver's,A fast food restaurant without the fast food feel.,Valid,"The review provides a genuine assessment of the restaurant's atmosphere, distinguishing it from typical fast food establishments. This is relevant to Culver's as a fast food restaurant, and the 5-star rating aligns with the positive sentiment expressed."
Kohl's,"This is a large Kohl's store, so the variety of products is good.",Valid,"The review provides a genuine assessment of the store's size and product variety, which directly relates to Kohl's as a department store. The 4-star rating is consistent with the positive feedback about product selection."
WOODED HILLS BAR & GRILL LLC,Nice place to grab something to eat!,Valid,"The review describes a genuine dining experience at a bar & grill, with positive feedback about the food. The 5-star rating is consistent with the positive text, and the content is directly relevant to the business category."
Molly's Cupcakes,"Decor - 5 starts mainly for set of swings as a setting.
Cupcakes got smaller recently. Only filled one are worth your trip. Try peach, Nutella or dark chocolate.",Valid,"The review provides a genuine experience about the cupcake shop, discussing specific aspects like the decor (swings), cupcake sizes, and recommending specific flavors (peach, Nutella, dark chocolate). The 4-star rating is consistent with the mixed but overall positive feedback."
Lao Sze Chuan,Good food,Valid,"The review provides a genuine assessment of the food quality at a Chinese restaurant, and the 4-star rating is consistent with the positive 'Good food' comment."
Frank's Pizzeria,This place is the best of the best Pizza places I have ever been to. The beef sandwich was out of this world!,Valid,"The review describes a genuine dining experience at Frank's Pizzeria, mentioning both pizza and a beef sandwich which aligns with the business description of serving 'classic pies, sandwiches & red-sauce entrees'. The 5-star rating is consistent with the highly positive review text."
Citgo,run down gas station,Valid,"The review describes a genuine experience at the gas station with 'run down' being a relevant observation about the condition of the establishment, and the 1-star rating is consistent with the negative assessment."
Menards,The employees seemed to be happy where they work. Store was very clean.,Valid,"The review describes a genuine experience at the home improvement store, commenting on employee satisfaction and store cleanliness, which are relevant aspects of visiting Menards. The 5-star rating is consistent with the positive observations."
Hammer's Bar & Restaurant,great food!,Valid,"The review provides a genuine positive assessment of the food quality at a bar & restaurant, which is directly relevant to the business category and expected services."
Rural King,Friendly people,Valid,"The review describes a genuine experience about the staff at Rural King, which is relevant to the retail business. The 5-star rating is consistent with the positive comment about friendly people."
Timothy O'Toole's Pub Chicago,"Fun bar, plenty of space but still packed and busy. Young professional crowd. Would recommend!",Valid,"The review describes a genuine experience at the pub, mentioning specific details like the atmosphere, crowd type, and space. The 5-star rating is consistent with the positive recommendation, and the content is relevant to a sports bar/pub establishment."
Fire Bar & Grill,Service is fast!!!!,Valid,"The review provides a genuine experience about the service quality at the restaurant, and the 4-star rating is consistent with the positive comment about fast service."
The Drake Hotel,This hotel was very nice. The rooms were clean and had a great design. The designers of this place went the extra mile and even covered the HVAC units to give them a built-in look. The bathroom has a great walk-in shower. The staff were friendly and the breakfast was good as well.,Valid,"The review describes a genuine hotel stay experience with specific details about rooms, design, HVAC units, bathroom, staff, and breakfast. The 4-star rating is consistent with the positive feedback, and the content is directly relevant to the hotel's services and amenities."
The Halal Guys,Need to be more reactive,Valid,"The review provides feedback about the restaurant's service responsiveness, which is relevant to the dining experience at this Middle Eastern restaurant. The 4-star rating indicates a generally positive experience with room for improvement."
Mr. Submarine,Yes!!!,Irrelevant,"The review text 'Yes!!!' is extremely short and vague, providing no specific information about the sandwich shop, food quality, service, or dining experience. The text does not relate to any aspect of the business description, category, or services offered."
LA Fitness,Clean gym and not to crowded,Valid,"The review describes a genuine experience at the gym, mentioning cleanliness and crowd levels which are relevant aspects of a fitness facility. The 4-star rating is consistent with the positive feedback."
Leyden Tire,"Highly Recommended!!!! These guys run a very courteous,  no BS shop. Prices are phenomenal for the great quality used tires I received. They change em out, balance them and even polished my rims because there was a bit of rust on them. I couldn't have asked for better service! Don't think twice Leyden Tires is the best tires shop in Illinois!",Valid,"The review describes a genuine experience at the tire shop, with specific details about services received (tire installation, balancing, rim polishing) and positive feedback about pricing and customer service. The 5-star rating is consistent with the highly positive text content."
Two Brothers Roundhouse,One of my favorites!,Valid,"The review expresses a positive opinion about the establishment with a 5-star rating that aligns with the enthusiastic text. While brief, the phrase 'One of my favorites!' is relevant to the brewpub/restaurant business and represents a genuine experience."
Gran Discover Inc,Love shopping here bought all my stuff for my bathroom and spend like $35,Irrelevant,"The review mentions buying 'stuff for my bathroom' which is unrelated to a clothing store. The content describes purchasing bathroom items, which does not match the business category of 'Clothing store'."
Zenwich Elmhurst,"Shrimp sandwich was great, very high priced across the menu which makes me doubt a return trip though",Valid,"The review describes a genuine dining experience at the restaurant, mentioning a specific menu item (shrimp sandwich) and providing honest feedback about both food quality and pricing. The content is directly relevant to the Asian fusion restaurant's offerings and service."
Jarling's Custard Cup,Best ice cream I've had in my life,Valid,"The review describes a genuine experience with the ice cream at this frozen dessert shop. The 5-star rating is consistent with the positive text, and the content is directly relevant to the business category and description."
Target,Disappointed every time I go and they don't have any self checkout lanes.,Valid,"The review describes a genuine shopping experience at Target, expressing disappointment about the lack of self-checkout lanes. This is directly relevant to the retail store experience and represents a legitimate customer concern about store operations."
Armor - IT Services & Internet Marketing,"The employees and manager are very nice and helpful.  Although I didn't require any of their offered services, I would definitely make them my first stop when needed.",Valid,"The review describes a genuine interaction with the business staff and expresses positive sentiment about the service quality. Even though the reviewer didn't use the services, they provide relevant feedback about the employees and indicate future consideration, which is relevant to the IT services business."
Maggiano's Little Italy,Absolutely wonderful a beautiful place to share with someone you really love.,Valid,"The review describes a genuine positive experience at the restaurant, expressing appreciation for the atmosphere and recommending it as a romantic dining venue. The 5-star rating is consistent with the positive sentiment, and the content is relevant to a restaurant experience."
Verizon,Went in looking to find out more information about international plans and the gentleman that helped me was extremely helpful and knowledgeable on the subject. Thank you!,Valid,"The review describes a genuine customer service experience at a Verizon store, where the reviewer sought information about international plans and received helpful assistance. The content is directly relevant to the telecommunications services offered by the business, and the 5-star rating aligns with the positive experience described."
Lowe's Home Improvement,Awesome CS found what we were looking for to do a bathroom remodel. And what we couldn't find they directed us instead of pointing they took us to each item.,Valid,"The review describes a genuine shopping experience at Lowe's Home Improvement, mentioning customer service (CS), bathroom remodel supplies, and helpful staff assistance. The content is directly relevant to the business category as a home improvement store, and the 5-star rating aligns with the positive experience described."
Riverside Bake Shop,Good baked goods and bread,Valid,"The review describes a genuine experience with the bakery's products (baked goods and bread), which directly relates to the business category 'Bakery'. The 4-star rating is consistent with the positive but brief feedback."
Dollar Tree,Everything's put into place. Very clean!!,Valid,"The review describes a genuine experience at Dollar Tree, commenting on the store's organization and cleanliness, which are relevant aspects of a retail store experience. The 5-star rating is consistent with the positive feedback."
Checker Cab,Bad all the way around,Valid,"The review expresses a negative experience with the taxi service, which is relevant to the business category. Although brief, the 1-star rating is consistent with the negative sentiment expressed in 'Bad all the way around', indicating a genuine poor experience with the service."
Hacienda Fuentes,Great food. Portions are on par with price. And best margaritas in town,Valid,"The review provides a genuine dining experience at a Mexican restaurant, commenting on food quality, portion sizes, pricing, and drinks (margaritas), which are all relevant to the business category and type."
Woodfield Mall,The mall had 3-4 of my favorite stores. It was neat and clean and lots of people.,Valid,"The review describes a genuine shopping experience at the mall, mentioning specific aspects like favorite stores, cleanliness, and crowd levels. The 4-star rating is consistent with the positive text, and the content is directly relevant to the shopping mall."
DXL Big + Tall,Susan was awesomely helpful. In store with husband shopping for fall/winter clothing. Store was neat and organized. Very pleasant shopping experience.,Valid,"The review describes a genuine shopping experience at the men's clothing store, mentioning specific details like helpful staff (Susan), shopping for fall/winter clothing with husband, and store organization. The 4-star rating is consistent with the positive experience described."
Alvarez Mexican Restaurant,Excellent service. Friendly staff. Tried many different entrees. Never a bad meal. They need to do something about the jalapeno poppers. Thats the only thing,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning service quality, staff friendliness, and specific food items (entrees and jalapeño poppers). The content is clearly relevant to the restaurant's category and description, and the 5-star rating aligns with the overall positive feedback despite one minor criticism."
Toyota of Bourbonnais,Lots of cars and some good deals,Valid,"The review describes a genuine experience at the Toyota dealership, mentioning 'lots of cars and some good deals' which is directly relevant to a car dealer business. The 5-star rating is consistent with the positive assessment of deals available."
Weegee's Lounge,"One of those places in your neighborhood you ask yourself, ‘Why has it taken me so long to come here?’ Weegee’s is perfect.

My partner and I dropped in on a weekday for a cocktail and ended up having two rounds on account of how much we enjoyed our first. Our bartender was awesome.

I had the Corpse Reviver #2 since I’ve been on a gin kick lately. I gotta say, this might be my nee favorite cocktail within .5 miles of my apartment. That’s dangerous.

My partner was sipping on some delicious whiskey cocktails. Their cocktail menu will hit the spot for any variety of drinker. They have beer, too, if I’m not mistaken.

For my second round, the very helpful bartender suggested a similar cocktail that used to be on their menu for me since I wanted to mix it up and stick with a similar gin recipe. It was equally well-made yet didn’t excite me like the first cocktail. I love the use of fresh ingredients, premium spirits and thoughtful recipes.

It was quiet when we went, which was nice, actually.

Don’t change, Weegee’s. I’ll be back soon.",Valid,"This is a genuine, detailed review describing a specific visit to Weegee's Lounge. The reviewer shares personal experiences about cocktails, service, atmosphere, and expresses intent to return. The 5-star rating aligns with the positive experience described, and the content is completely relevant to a cocktail lounge."
L. Woods Tap & Pine Lodge,Great food. My family loves it,Valid,"The review describes a genuine dining experience at the restaurant, praising the food and mentioning family enjoyment. The 5-star rating is consistent with the positive sentiment, and the content is relevant to the lodge-style restaurant's food offerings."
Graham's 318 Coffeehouse,Lovely and cosy coffee shop in a cute area,Valid,"The review describes a genuine experience at the coffee shop, mentioning the atmosphere ('lovely and cosy') and location ('cute area'), which aligns with the business being a coffee shop. The 5-star rating is consistent with the positive text."
Crusade Burger Bar,Yes it's worth the wait.,Valid,"The review provides a genuine opinion about the dining experience at the burger restaurant, with the 5-star rating consistent with the positive sentiment expressed in 'Yes it's worth the wait,' which directly relates to the restaurant's service and food quality."
Kankakee South KOA Holiday,Fun & clean! Staff is so kind!,Valid,"The review describes a genuine experience at the campground, mentioning cleanliness and staff kindness, which are relevant aspects for evaluating a KOA Holiday campground. The 5-star rating is consistent with the positive feedback."
Menards,Staff is very friendly and helpful,Valid,"The review describes a genuine experience with the staff at Menards, which is relevant to the home improvement store. The positive comment about friendly and helpful staff is consistent with the 4-star rating and relates directly to the customer service experience at this business."
Arby's,Sandwich was very good just like 👍 expected,Valid,"The review describes a genuine dining experience at Arby's, mentioning the sandwich quality which is directly relevant to this fast-food restaurant known for sandwiches. The 4-star rating is consistent with the positive comment."
Anglers Outlet,Good selection,Valid,"The review text 'Good selection' is directly relevant to a fishing store, as selection of fishing equipment/supplies is a key aspect customers would evaluate. The 5-star rating is consistent with the positive comment."
Stuart Sports Complex,"Baseball, baseball, more baseball",Valid,The review mentions 'baseball' which is directly relevant to a sports complex that would host baseball activities. The 5-star rating and repetitive mention of baseball suggests a positive experience at this sports facility.
Menards,The parking spots are small. Its difficult to get out of your truck without hitting the truck next to you. Shopping is good. I found what i needed for my home.,Valid,"The review describes a genuine shopping experience at Menards, mentioning specific aspects like parking conditions and finding needed home improvement items. The content is directly relevant to the home improvement store and the 4-star rating is consistent with the mixed but overall positive feedback."
The Cheesecake Factory,Great selection and service,Valid,"The review provides a genuine assessment of the restaurant experience, mentioning 'selection' (relevant to the vast menu described) and 'service', with a 5-star rating that matches the positive sentiment."
River Front Chrysler Dodge Jeep Ram,The  service  message was left on the jeep.,Valid,"The review mentions a service message left on a Jeep, which is directly relevant to this Chrysler Dodge Jeep Ram dealership. The content relates to the automotive service experience at the location, and the 4-star rating is consistent with a generally positive service interaction."
Happy Place Cafe,Good food and great service,Valid,"The review describes a genuine dining experience with positive comments about food and service that are directly relevant to the restaurant business, and the 5-star rating is consistent with the positive feedback."
Mr Greek Gyros,Worst gyros I ever had,Valid,"The review provides a genuine negative experience about the gyros at a Greek restaurant. The 1-star rating is consistent with the negative feedback, and the content is directly relevant to the business type and food served."
Moretti's Ristorante & Pizzeria Bartlett,I was there for a baby shower I didnt eat,Valid,"The review describes a genuine visit to the location for a baby shower event, which is relevant to the business as it operates as both a restaurant and banquet hall. The 1-star rating paired with 'I didnt eat' suggests dissatisfaction with the experience, making this a legitimate review despite being brief."
"Orange Restaurant Chicago, Roscoe Village",Try the Pancake Flight!,Valid,"The review recommends a specific menu item (Pancake Flight) which is relevant to this breakfast/brunch restaurant, and the 5-star rating is consistent with the positive recommendation."
J&D's Bar and Grill,"It's just sloppy prepared bar food. No presentation, just slap it on a plate and serve it, but it is a bar.",Valid,"The review provides a genuine critique of the food quality and presentation at the bar and grill, which is directly relevant to the business. The 2-star rating aligns with the negative but fair assessment of the food service."
Mallard Lake,"I like to go for a walk,  to connect with nature! Enough trails!",Valid,"The review describes a genuine experience at the nature preserve, mentioning walking trails and connecting with nature, which directly relates to the park's description as a place for hiking and outdoor activities. The 4-star rating is consistent with the positive experience described."
Main Park,"Fun for everyone! Volleyball, baseball, basketball, softball, tenis... and an ice cream shoppe nearby. Literally a perfect park!",Valid,"The review describes a genuine experience at the park, mentioning specific amenities (volleyball, baseball, basketball, softball, tennis) and nearby facilities (ice cream shop) that are relevant to a park location. The 5-star rating is consistent with the positive text praising it as a 'perfect park'."
Lady Gregory's Irish Bar & Restaurant,"I should remember to come here more often.  I'm never disappointed.  My last visit was for lunch.  I had the soup of the day (chicken tortilla) and 1/2 of a reuben sandwich.  The soup was tasty and had a little kick.  The reuben was crazy tasty!   It's probably the best reuben I've ever had.

For dessert, I shared the toffee bread pudding...which was incredible!!",Valid,"The review describes a genuine dining experience at the Irish restaurant, with specific details about the food ordered (chicken tortilla soup, reuben sandwich, toffee bread pudding) and positive feedback about the meal quality. The 5-star rating is consistent with the enthusiastic positive text."
Elgin Public House,Love this place.  So much to choose from.  Food is great,Valid,"The review describes a genuine dining experience at the restaurant/pub, praising the food variety and quality. The 5-star rating is consistent with the positive sentiment, and the content is directly relevant to the business as a restaurant/pub."
Seashell Fish & Chicken,For a fast food you really can't complain. The prices and value is ok.... Again keep in mind its not a restaurant,Valid,"The review provides a genuine assessment of the restaurant experience, discussing food quality, prices, and value. The reviewer sets appropriate expectations by noting it's fast food rather than a full restaurant, which shows they actually visited and understood the business type. The 5-star rating aligns with their overall positive but realistic assessment."
Best Western Delta Inn,Excellent location across from the Flying J truck stop.,Valid,"The review provides a genuine assessment of the hotel's location, specifically noting its proximity to a truck stop, which is relevant information for potential guests. The 5-star rating is consistent with the positive description of the location as 'excellent'."
Thalia Hall,"Been here for welcome to nightvale and the mountain goats, they host cool artists and it's a good venue for both seating and standing room",Valid,"The review describes a genuine experience attending concerts at Thalia Hall, mentions specific artists (Welcome to Nightvale and The Mountain Goats), and provides relevant feedback about the venue's seating arrangements. The content is directly related to the business as a live music venue, and the 5-star rating aligns with the positive experience described."
